final_step,final_profit_percent,max_drawdown_percent,total_trades,final_win_rate_percent,best_return_percent,worst_drawdown_percent
5000,44.53049724545195,42.918445488933585,83,77.10843373493977,140.2206980846591,42.918445488933585
