step,portfolio_value,total_return,max_drawdown,total_trades,win_rate,current_price,profit_percent,drawdown_percent,win_rate_percent
1,10000.0,0.0,0.0,0,0.0,9131.34,0.0,0.0,0.0
2,10000.0,0.0,0.0,0,0.0,9150.0,0.0,0.0,0.0
3,10000.0,0.0,0.0,0,0.0,8170.0,0.0,0.0,0.0
4,10000.0,0.0,0.0,0,0.0,8240.98,0.0,0.0,0.0
5,10000.0,0.0,0.0,0,0.0,8260.0,0.0,0.0,0.0
6,9993.258971018462,-0.0006741028981537966,0.0006741028981537966,0,0.0,7824.8,-0.06741028981537965,0.06741028981537965,0.0
7,9994.206411874551,-0.0005793588125448878,0.0006741028981537966,1,0.0,8189.99,-0.05793588125448878,0.06741028981537965,0.0
8,9995.439109973857,-0.000456089002614317,0.0006741028981537966,1,0.0,8600.0,-0.0456089002614317,0.06741028981537965,0.0
9,10002.295861745652,0.0002295861745651564,0.0006741028981537966,1,0.0,8909.98,0.022958617456515642,0.06741028981537965,0.0
10,10001.721102680563,0.000172110268056349,0.0006741028981537966,1,0.0,8885.0,0.0172110268056349,0.06741028981537965,0.0
11,9997.991381125292,-0.00020086188747081907,0.0006741028981537966,1,0.0,8722.9,-0.020086188747081908,0.06741028981537965,0.0
12,10002.020906948701,0.000202090694870094,0.0006741028981537966,1,0.0,8898.03,0.0202090694870094,0.06741028981537965,0.0
13,9989.270088704805,-0.0010729911295195053,0.001302278318987186,1,0.0,8546.86,-0.10729911295195053,0.13022783189871862,0.0
14,9985.044640207836,-0.0014955359792164019,0.0017247261804956059,1,0.0,8470.15,-0.1495535979216402,0.1724726180495606,0.0
15,9967.522374485403,-0.0032477625514597095,0.0034765505580815533,1,0.0,8134.23,-0.32477625514597097,0.3476550558081553,0.0
16,9963.445813002898,-0.003655418699710208,0.0038841131355989837,2,0.0,7795.51,-0.3655418699710208,0.3884113135598984,0.0
17,9963.662634756696,-0.0036337365243303793,0.0038841131355989837,3,0.0,7949.3,-0.36337365243303793,0.3884113135598984,0.0
18,9963.282888390826,-0.0036717111609174025,0.003900401857140911,4,0.0,7090.14,-0.36717111609174025,0.3900401857140911,0.0
19,9963.178601907695,-0.003682139809230466,0.003910828111730069,4,0.0,6840.23,-0.36821398092304664,0.39108281117300686,0.0
20,9963.213521250293,-0.0036786478749707384,0.003910828111730069,4,0.0,6923.91,-0.36786478749707385,0.39108281117300686,0.0
21,9963.167243106243,-0.0036832756893756596,0.003911963731152743,4,0.0,6813.01,-0.36832756893756596,0.3911963731152743,0.0
22,9963.268641899953,-0.0036731358100047145,0.003911963731152743,4,0.0,7056.0,-0.36731358100047146,0.3911963731152743,0.0
23,9963.414365891687,-0.0036585634108312662,0.003911963731152743,4,0.0,7405.21,-0.36585634108312665,0.3911963731152743,0.0
24,9963.160186628193,-0.0036839813371807393,0.003912669216988029,4,0.0,6796.1,-0.36839813371807395,0.3912669216988029,0.0
25,9963.149612343519,-0.003685038765648096,0.003913726402740153,4,0.0,6770.76,-0.3685038765648096,0.3913726402740153,0.0
26,9963.078934893045,-0.003692106510695521,0.003920792525503484,4,0.0,6601.39,-0.3692106510695521,0.39207925255034837,0.0
27,9963.201791055259,-0.0036798208944741418,0.003920792525503484,4,0.0,6895.8,-0.3679820894474142,0.39207925255034837,0.0
28,9963.252784645907,-0.0036747215354092986,0.003920792525503484,4,0.0,7018.0,-0.3674721535409299,0.39207925255034837,0.0
29,9963.154603205583,-0.0036845396794416957,0.003920792525503484,4,0.0,6782.72,-0.36845396794416957,0.39207925255034837,0.0
