final_step,final_profit_percent,max_drawdown_percent,total_trades,final_win_rate_percent,best_return_percent,worst_drawdown_percent
5000,27.76284760377001,47.27423801996074,63,63.49206349206349,81.97638845304874,47.27423801996074
