train_accuracy,val_accuracy,val_precision,val_recall,val_f1,test_accuracy,test_precision,test_recall,test_f1,test_confusion_matrix,test_true_negatives,test_false_positives,test_false_negatives,test_true_positives,test_specificity,test_sensitivity,experiment_name,model_type,target_type,trained_at,trading_total_return_pct,trading_max_drawdown_pct,trading_total_trades,trading_win_rate,trading_sharpe_ratio,trading_final_balance,trading_initial_balance
1.0,0.5633802816901409,0.5386954852806567,0.5633802816901409,0.5375644685582701,0.5633802816901409,0.5336267605633803,0.5633802816901409,0.5295710114063533,"[[66, 18], [44, 14]]",66,18,44,14,0.7857142857142857,0.2413793103448276,advanced_rf_attempt_47,random_forest,direction,2025-07-12T20:49:11.846942,-3.886136402348766,4.680793488997551,22,0.5633802816901409,0,9611.386359765123,10000.0
