#{"t_start": 1751994342.2266827, "env_id": "None"}
r,l,t
1084.653449,1930,51.512438
300.371394,1930,100.088053
1176.657844,1930,148.127037
1539.066697,1930,198.491546
804.335833,1930,249.142714
701.47328,1930,298.761863
-544.257527,1930,345.564763
610.134836,1930,395.067156
