step,portfolio_value,total_return,max_drawdown,total_trades,win_rate,current_price,profit_percent,drawdown_percent,win_rate_percent
1,10000.0,0.0,0.0,0,0.0,9659.01,0.0,0.0,0.0
2,10000.0,0.0,0.0,0,0.0,9365.0,0.0,0.0,0.0
3,10000.0,0.0,0.0,0,0.0,9187.56,0.0,0.0,0.0
4,10000.0,0.0,0.0,0,0.0,9310.0,0.0,0.0,0.0
5,10000.0,0.0,0.0,0,0.0,9002.2,0.0,0.0,0.0
6,10000.0,0.0,0.0,0,0.0,8400.0,0.0,0.0,0.0
7,10006.811835668566,0.0006811835668566346,0.0,0,0.0,8465.94,0.06811835668566346,0.0,0.0
8,10039.43687137884,0.00394368713788408,0.0,0,0.0,8679.71,0.39436871378840804,0.0,0.0
9,10036.896111641487,0.003689611164148664,0.0002530779136225806,1,1.0,8663.34,0.3689611164148664,0.025307791362258057,100.0
10,10011.702741643212,0.0011702741643211995,0.0027625184650241982,2,1.0,8462.0,0.11702741643211995,0.27625184650241985,100.0
11,9997.136130601697,-0.00028638693983029954,0.004213457519488751,3,1.0,8330.0,-0.028638693983029956,0.4213457519488751,100.0
12,9971.46932596655,-0.002853067403345085,0.006770055560193669,4,0.75,8041.46,-0.28530674033450854,0.6770055560193668,75.0
13,9985.410091923965,-0.0014589908076035499,0.006770055560193669,5,0.6,8239.81,-0.145899080760355,0.6770055560193668,60.0
14,9981.08741079435,-0.0018912589205650875,0.006770055560193669,5,0.6,8233.49,-0.18912589205650876,0.6770055560193668,60.0
15,10047.786986651467,0.004778698665146658,0.006770055560193669,5,0.6,8526.98,0.4778698665146658,0.6770055560193668,60.0
16,10017.010585355882,0.001701058535588163,0.006770055560193669,6,0.6666666666666666,8381.24,0.1701058535588163,0.6770055560193668,66.66666666666666
17,9932.654264526898,-0.006734573547310174,0.01145851542011417,6,0.6666666666666666,7977.11,-0.6734573547310174,1.145851542011417,66.66666666666666
18,9794.436756272591,-0.02055632437274089,0.025214530395145967,6,0.6666666666666666,7501.95,-2.055632437274089,2.5214530395145967,66.66666666666666
19,9794.758042751087,-0.02052419572489125,0.025214530395145967,7,0.5714285714285714,7575.01,-2.052419572489125,2.5214530395145967,57.14285714285714
20,9792.614422156947,-0.02073855778430534,0.025395897109833036,8,0.5,7457.0,-2.0738557784305343,2.5395897109833037,50.0
21,9792.176558005121,-0.02078234419948785,0.025439475278081113,9,0.4444444444444444,7333.96,-2.078234419948785,2.543947527808111,44.44444444444444
22,9792.188142826943,-0.020781185717305743,0.025439475278081113,9,0.4444444444444444,7338.99,-2.0781185717305743,2.543947527808111,44.44444444444444
23,9791.635410940487,-0.020836458905951257,0.025493332616553056,9,0.4444444444444444,7099.0,-2.083645890595126,2.5493332616553057,44.44444444444444
24,9792.469817520527,-0.02075301824794733,0.025493332616553056,9,0.4444444444444444,7461.29,-2.075301824794733,2.5493332616553057,44.44444444444444
25,9792.273290115756,-0.020772670988424398,0.025493332616553056,9,0.4444444444444444,7375.96,-2.07726709884244,2.5493332616553057,44.44444444444444
26,9792.52444813158,-0.020747555186841963,0.025493332616553056,9,0.4444444444444444,7485.01,-2.074755518684196,2.5493332616553057,44.44444444444444
27,9792.607361369266,-0.02073926386307339,0.025493332616553056,9,0.4444444444444444,7521.01,-2.073926386307339,2.5493332616553057,44.44444444444444
28,9792.88148174564,-0.020711851825435952,0.025493332616553056,9,0.4444444444444444,7640.03,-2.071185182543595,2.5493332616553057,44.44444444444444
29,9802.926351928912,-0.019707364807108753,0.025493332616553056,9,0.4444444444444444,7714.26,-1.9707364807108754,2.5493332616553057,44.44444444444444
30,9737.573940246135,-0.026242605975386506,0.030873768205620915,9,0.4444444444444444,7487.0,-2.6242605975386506,3.0873768205620915,44.44444444444444
31,9781.941444485654,-0.021805855551434616,0.030873768205620915,9,0.4444444444444444,7625.0,-2.1805855551434616,3.0873768205620915,44.44444444444444
32,9795.368053144288,-0.020463194685571215,0.030873768205620915,9,0.4444444444444444,7658.84,-2.0463194685571215,3.0873768205620915,44.44444444444444
33,9810.77934370318,-0.018922065629682037,0.030873768205620915,9,0.4444444444444444,7691.08,-1.8922065629682037,3.0873768205620915,44.44444444444444
34,9771.708356073636,-0.02282916439263645,0.030873768205620915,10,0.4,7603.44,-2.282916439263645,3.0873768205620915,40.0
35,9701.21469465968,-0.02987853053403196,0.03449240041137508,10,0.4,7491.73,-2.987853053403196,3.449240041137508,40.0
