experiment_name,timestamp,pipeline_time_seconds,config_data_symbol,config_data_exchange,config_data_timeframe,config_data_start_date,config_data_end_date,config_data_train_ratio,config_data_val_ratio,config_data_test_ratio,config_features_use_technical_indicators,config_features_lookback_window,config_features_prediction_horizon,config_features_max_features,config_model_model_type,config_model_target_type,config_model_xgb_params_n_estimators,config_model_xgb_params_max_depth,config_model_xgb_params_learning_rate,config_model_xgb_params_subsample,config_model_xgb_params_colsample_bytree,config_model_xgb_params_reg_alpha,config_model_xgb_params_reg_lambda,config_model_xgb_params_random_state,config_model_xgb_params_n_jobs,config_model_rf_params_n_estimators,config_model_rf_params_max_depth,config_model_rf_params_min_samples_split,config_model_rf_params_min_samples_leaf,config_model_rf_params_max_features,config_model_rf_params_random_state,config_model_rf_params_n_jobs,config_validation_cv_folds,config_validation_cv_strategy,config_validation_early_stopping,config_backtest_initial_capital,config_backtest_transaction_cost,config_backtest_min_confidence,config_experiment_name,config_random_seed,config_verbose,training_train_samples,training_train_accuracy,training_val_accuracy,training_training_time_seconds,validation_cross_validation_cv_scores,validation_cross_validation_cv_mean,validation_cross_validation_cv_std,validation_cross_validation_cv_strategy,validation_cross_validation_scoring,validation_test_evaluation_accuracy,validation_test_evaluation_precision,validation_test_evaluation_recall,validation_test_evaluation_f1,validation_test_evaluation_roc_auc,validation_test_metrics_accuracy,validation_test_metrics_precision,validation_test_metrics_recall,validation_test_metrics_f1,validation_test_metrics_roc_auc,backtest_error,status
BTCUSDT_1d_xgboost_20250715_184718,2025-07-15T18:47:40.754460,22.533894062042236,BTCUSDT,binance,1d,2020-01-01,2024-12-31,0.7,0.15,0.15,True,30,1,200,xgboost,direction,200,6,0.1,0.8,0.8,0.1,0.1,42,-1,200,15,5,2,sqrt,42,-1,5,time_series,True,10000.0,0.001,0.6,BTCUSDT_1d_xgboost_20250715_184718,42,False,1199,1.0,1.0,5.230882167816162,"[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0.0,time_series,accuracy,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"Feature shape mismatch, expected: 1590, got 80",completed
