final_step,final_profit_percent,max_drawdown_percent,total_trades,final_win_rate_percent,best_return_percent,worst_drawdown_percent
30000,127.83294674146192,63.93495258198647,163,69.93865030674846,190.9240465188702,63.93495258198647
