timestamp,open,high,low,close,volume,quote_volume
2020-08-11T04:00:00,394.16,998.96,101.0,373.3,5.96705,1564.828238
2020-08-11T08:00:00,391.76,391.76,74.87,388.84,12.22469,3800.2228488
2020-08-11T12:00:00,385.91,385.91,340.03,378.34,62.78708,23863.4266798
2020-08-11T16:00:00,377.74,382.46,346.22,377.15,260.85236,98795.7817327
2020-08-11T20:00:00,376.74,449.95,346.2,375.2,297.61364,110184.899541
2020-08-12T00:00:00,375.19,379.55,350.09,372.14,199.5434,74916.0831687
2020-08-12T04:00:00,373.86,399.05,145.01,375.91,212.79216,77369.4023786
2020-08-12T08:00:00,373.21,379.0,373.21,377.1,26.60284,10040.7580041
2020-08-12T12:00:00,377.66,381.59,376.41,378.3,26.44689,10002.2697087
2020-08-12T16:00:00,378.3,382.58,374.36,382.58,15.08852,5702.9075535
2020-08-12T20:00:00,384.25,384.25,377.64,383.43,39.41429,15062.758229
2020-08-13T00:00:00,383.08,387.68,383.08,387.07,7.41065,2861.6864462
2020-08-13T04:00:00,388.62,390.16,384.09,386.93,6.93268,2680.0962437
2020-08-13T08:00:00,381.63,388.02,372.18,388.02,31.19546,11790.31654
2020-08-13T12:00:00,387.34,387.34,370.0,370.0,157.95936,60331.5266082
2020-08-13T16:00:00,380.28,387.38,379.24,386.88,97.09634,37329.3306551
2020-08-13T20:00:00,389.44,423.55,389.44,418.02,1006.88074,416198.5312339
2020-08-14T00:00:00,421.05,421.99,412.92,416.78,75.51335,31559.024089
2020-08-14T04:00:00,417.0,420.94,414.59,419.22,97.35182,40687.9497991
2020-08-14T08:00:00,418.44,423.53,418.1,422.56,33.03817,13894.4665332
2020-08-14T12:00:00,424.25,433.73,419.83,430.02,113.07748,47942.855651
2020-08-14T16:00:00,433.94,441.53,432.71,439.84,56.61764,24738.4252659
2020-08-14T20:00:00,439.84,439.84,431.17,435.86,28.95069,12628.209229
2020-08-15T00:00:00,435.86,439.64,433.0,436.99,98.35198,43158.6468201
2020-08-15T04:00:00,433.92,437.51,431.17,432.39,33.93221,14697.4250938
2020-08-15T08:00:00,430.93,434.87,426.41,430.59,33.18202,14300.132944
2020-08-15T12:00:00,431.42,434.05,427.4,434.05,19.44856,8369.3627202
2020-08-15T16:00:00,434.71,434.71,429.24,429.78,57.67299,24928.5212796
2020-08-15T20:00:00,429.42,431.25,424.9,427.34,6.48656,2782.0147922
2020-08-16T00:00:00,427.68,427.68,418.59,423.81,13.26098,5618.7464415
2020-08-16T04:00:00,423.6,426.18,423.6,424.58,11.62426,4937.0978159
2020-08-16T08:00:00,422.74,424.76,414.73,415.48,40.11098,16841.4446969
2020-08-16T12:00:00,415.58,426.99,410.0,426.8,52.3394,21891.4657355
2020-08-16T16:00:00,432.4,432.4,424.89,427.06,16.62707,7145.5011186
2020-08-16T20:00:00,424.8,431.0,424.69,431.0,14.92597,6355.7345204
2020-08-17T00:00:00,428.51,428.59,419.0,422.3,56.01351,23737.3657001
2020-08-17T04:00:00,422.07,422.22,418.0,419.96,18.72607,7872.7074729
2020-08-17T08:00:00,419.96,426.43,419.96,425.18,22.90593,9733.7264148
2020-08-17T12:00:00,424.71,437.3,421.8,437.3,194.72442,83159.8318044
2020-08-17T16:00:00,439.64,443.74,432.47,435.11,42.85661,18777.0405012
2020-08-17T20:00:00,435.11,438.1,426.38,428.67,31.2581,13480.4638406
2020-08-18T00:00:00,429.0,432.5,427.22,427.22,22.76576,9743.2124209
2020-08-18T04:00:00,425.6,428.72,425.0,427.72,31.3665,13390.2582012
2020-08-18T08:00:00,427.0,429.44,426.62,428.91,36.65767,15715.5156936
2020-08-18T12:00:00,428.92,429.07,414.13,419.0,99.95953,42201.9295371
2020-08-18T16:00:00,418.16,424.04,418.06,423.65,16.48149,6942.563063
2020-08-18T20:00:00,424.04,427.39,420.06,420.06,22.7725,9634.9104676
2020-08-19T00:00:00,421.82,423.0,413.38,413.38,36.79351,15542.6648713
2020-08-19T04:00:00,414.05,414.05,398.86,407.55,87.86591,35610.5794199
2020-08-19T08:00:00,411.26,413.08,406.45,413.08,38.89054,15993.5189691
2020-08-19T12:00:00,410.16,412.73,405.99,408.43,93.63311,38371.6747699
2020-08-19T16:00:00,408.24,410.81,394.35,395.0,129.63301,52145.7325556
2020-08-19T20:00:00,394.31,405.93,390.89,405.22,74.77735,29944.9905643
2020-08-20T00:00:00,406.27,411.15,404.17,406.77,31.86035,12977.7336474
2020-08-20T04:00:00,404.41,406.14,401.5,402.0,29.50424,11894.3954551
2020-08-20T08:00:00,402.5,409.7,401.78,409.7,75.81067,30732.0795131
2020-08-20T12:00:00,409.44,413.89,406.86,413.84,38.8665,15896.0796333
2020-08-20T16:00:00,415.37,416.22,411.61,412.83,38.27054,15862.1084025
2020-08-20T20:00:00,412.83,416.62,412.4,414.21,10.70516,4447.19573
2020-08-21T00:00:00,415.37,415.93,409.06,412.54,18.12854,7451.9067184
2020-08-21T04:00:00,412.55,413.4,409.06,409.06,36.55535,15001.9507759
2020-08-21T08:00:00,408.95,410.18,402.59,403.22,76.26801,30881.0695136
2020-08-21T12:00:00,402.58,404.24,397.25,404.03,105.37976,42242.3356673
2020-08-21T16:00:00,402.88,403.03,392.0,395.51,100.05657,39834.2420937
2020-08-21T20:00:00,394.61,398.95,382.46,384.1,214.91188,84189.9367371
2020-08-22T00:00:00,385.29,385.29,377.0,383.51,409.10907,156612.241629
2020-08-22T04:00:00,381.38,389.37,380.67,389.02,16.26476,6250.6695207
2020-08-22T08:00:00,386.63,391.82,386.24,388.06,110.63592,42949.9438422
2020-08-22T12:00:00,388.22,391.3,387.52,389.02,43.24758,16820.7256052
2020-08-22T16:00:00,387.9,390.34,386.83,387.01,112.56828,43657.804798
2020-08-22T20:00:00,385.73,394.98,385.73,394.02,83.45171,32632.3118686
2020-08-23T00:00:00,394.03,394.03,387.01,387.01,102.27418,40031.2699384
2020-08-23T04:00:00,387.22,390.0,386.53,390.0,49.9812,19389.0221065
2020-08-23T08:00:00,389.2,389.2,381.65,381.65,252.9422,97515.7529864
2020-08-23T12:00:00,382.46,390.07,382.46,390.07,31.57231,12248.9305296
2020-08-23T16:00:00,390.07,391.72,387.01,391.15,51.56829,20102.4866467
2020-08-23T20:00:00,392.68,392.78,388.83,390.39,82.13031,32162.5648224
2020-08-24T00:00:00,387.48,390.1,385.68,389.79,180.74877,70050.2814617
2020-08-24T04:00:00,389.63,395.67,387.77,395.67,95.01356,37080.657663
2020-08-24T08:00:00,394.83,405.24,394.75,405.24,135.70692,54169.0156595
2020-08-24T12:00:00,404.54,404.54,397.4,397.81,67.28355,26897.8266531
2020-08-24T16:00:00,398.19,399.18,392.4,396.48,283.213,112065.6837761
2020-08-24T20:00:00,396.32,408.71,394.61,402.26,509.27995,205518.081657
2020-08-25T00:00:00,402.26,403.02,395.38,395.38,24.00775,9532.2818037
2020-08-25T04:00:00,395.89,397.0,386.87,388.58,79.82655,31349.9976252
2020-08-25T08:00:00,389.0,393.24,385.84,390.0,209.1017,81025.5156231
2020-08-25T12:00:00,387.9,387.9,375.39,380.36,258.91155,99402.7905975
2020-08-25T16:00:00,380.45,380.45,365.0,374.78,394.62096,146544.8207069
2020-08-25T20:00:00,374.17,378.5,372.15,377.28,82.63763,31166.6926014
2020-08-26T00:00:00,376.23,382.5,372.83,381.11,35.41943,13443.506532
2020-08-26T04:00:00,380.94,381.43,375.46,376.46,89.79602,34013.0223933
2020-08-26T08:00:00,376.53,379.95,375.67,377.41,44.54602,16871.3783115
2020-08-26T12:00:00,375.87,385.49,371.88,385.17,83.66671,31849.9997736
2020-08-26T16:00:00,386.38,387.23,382.7,382.7,154.74275,59428.1142726
2020-08-26T20:00:00,383.6,385.81,380.58,380.58,43.18738,16546.8613906
2020-08-27T00:00:00,381.67,384.18,378.5,379.58,58.73529,22363.5977811
2020-08-27T04:00:00,379.39,381.34,375.33,381.08,28.2619,10690.8463755
2020-08-27T08:00:00,378.5,381.34,378.38,378.38,16.40428,6225.2589655
2020-08-27T12:00:00,375.15,390.0,375.15,377.61,244.57952,92589.6447296
2020-08-27T16:00:00,377.33,380.33,366.6,372.8,151.90411,56573.6708698
2020-08-27T20:00:00,372.41,378.41,372.41,377.26,87.69706,32894.3362401
2020-08-28T00:00:00,375.93,381.75,375.03,380.58,48.38288,18392.2253172
2020-08-28T04:00:00,381.27,385.82,381.27,382.51,80.86933,30974.4164702
2020-08-28T08:00:00,382.51,389.02,382.51,389.02,139.23329,53695.5264532
2020-08-28T12:00:00,388.45,391.35,385.08,391.35,220.98008,85570.5250804
2020-08-28T16:00:00,391.94,394.16,388.62,392.3,546.32878,214238.5678561
2020-08-28T20:00:00,391.45,391.9,384.92,391.33,234.0355,90726.9316282
2020-08-29T00:00:00,389.06,390.08,388.19,389.25,136.38479,53075.325617
2020-08-29T04:00:00,390.63,398.9,388.94,398.9,109.02527,42824.2216951
2020-08-29T08:00:00,397.18,398.0,392.32,392.84,32.66495,12882.2108128
2020-08-29T12:00:00,393.72,396.77,390.17,396.77,58.20106,22839.835378
2020-08-29T16:00:00,396.23,399.2,396.22,397.51,26.44518,10506.7161604
2020-08-29T20:00:00,397.84,399.56,394.16,394.16,22.57688,8949.5124743
2020-08-30T00:00:00,394.23,400.17,393.51,399.08,111.31267,44195.0094291
2020-08-30T04:00:00,399.53,399.55,395.79,399.55,164.73104,65613.0845155
2020-08-30T08:00:00,400.44,400.78,397.68,400.16,80.55546,32110.6423151
2020-08-30T12:00:00,400.34,411.28,400.04,408.48,116.46741,46994.1451878
2020-08-30T16:00:00,411.08,422.21,409.62,417.6,119.43207,49913.4296426
2020-08-30T20:00:00,419.26,422.44,412.54,421.16,227.04665,94438.3090252
2020-08-31T00:00:00,421.51,423.56,416.81,417.89,43.92152,18432.5558855
2020-08-31T04:00:00,419.07,419.07,412.27,414.5,67.04631,27860.5683012
2020-08-31T08:00:00,413.36,428.11,413.2,428.0,116.62691,48628.0908917
2020-08-31T12:00:00,426.08,431.86,425.62,426.66,265.54304,113528.5129745
2020-08-31T16:00:00,428.4,433.15,426.61,430.44,145.23812,62322.7547931
2020-08-31T20:00:00,431.21,431.49,423.04,428.36,66.65645,28451.3334258
2020-09-01T00:00:00,426.06,437.0,425.72,436.31,84.46159,36162.3404509
2020-09-01T04:00:00,437.0,458.18,435.5,455.38,220.48705,98150.8012008
2020-09-01T08:00:00,452.91,465.04,450.2,458.1,90.18473,41362.7643589
2020-09-01T12:00:00,460.93,476.27,457.42,474.32,287.68235,134858.085584
2020-09-01T16:00:00,474.35,474.35,465.74,469.36,255.97565,120392.620501
2020-09-01T20:00:00,468.97,481.09,466.41,469.86,240.67802,114705.0350078
2020-09-02T00:00:00,471.16,471.16,459.43,463.98,62.27755,28873.4611143
2020-09-02T04:00:00,463.38,474.02,459.99,460.21,76.03606,35478.99521
2020-09-02T08:00:00,461.62,466.29,417.96,438.59,340.05684,150733.2441588
2020-09-02T12:00:00,434.68,444.66,421.84,430.78,212.93633,91887.2209323
2020-09-02T16:00:00,430.39,434.06,418.0,432.86,211.58204,90259.4872061
2020-09-02T20:00:00,431.49,439.62,429.0,438.25,65.09712,28304.6929725
2020-09-03T00:00:00,435.24,446.36,435.24,437.31,90.48891,39838.5548215
2020-09-03T04:00:00,441.0,441.0,422.0,431.75,75.26418,32473.2402371
2020-09-03T08:00:00,431.65,434.94,419.04,419.82,134.25372,57365.8202472
2020-09-03T12:00:00,419.59,419.83,393.81,399.75,426.57277,172902.5967339
2020-09-03T16:00:00,399.22,405.54,390.92,398.58,290.962,115898.6091226
2020-09-03T20:00:00,401.13,404.73,370.5,379.8,423.81322,165926.3488188
2020-09-04T00:00:00,378.12,386.57,373.65,383.89,232.35091,88488.5197449
2020-09-04T04:00:00,380.69,384.65,370.0,375.9,316.60332,119297.0067874
2020-09-04T08:00:00,378.54,394.89,365.0,388.33,617.01988,235632.2873208
2020-09-04T12:00:00,389.91,391.89,358.31,375.83,461.96075,175486.3966047
2020-09-04T16:00:00,374.43,384.14,366.7,383.93,187.08337,70120.5335953
2020-09-04T20:00:00,384.09,385.71,377.76,379.52,175.86204,67388.8157156
2020-09-05T00:00:00,378.68,386.39,373.32,377.22,405.11708,154313.5905259
2020-09-05T04:00:00,378.64,379.75,371.55,371.55,121.18101,45643.6138668
2020-09-05T08:00:00,371.93,371.93,343.27,351.19,825.19188,294963.6888502
2020-09-05T12:00:00,350.88,354.73,332.13,351.38,1241.68764,431436.1544029
2020-09-05T16:00:00,353.4,354.07,306.9,318.48,3946.61163,1306274.1394711
2020-09-05T20:00:00,316.07,332.32,312.2,329.9,887.32645,288441.3668093
2020-09-06T00:00:00,329.33,337.14,318.26,323.93,418.78332,136983.9492099
2020-09-06T04:00:00,324.62,337.74,312.33,336.27,444.61971,142515.1665773
2020-09-06T08:00:00,336.72,350.18,334.02,349.55,507.7594,173440.8769076
2020-09-06T12:00:00,349.35,352.99,331.33,339.27,297.64288,102278.8021877
2020-09-06T16:00:00,337.99,349.31,335.25,348.0,303.37591,104641.2444249
2020-09-06T20:00:00,346.4,353.12,342.95,346.48,314.31626,109429.9360476
2020-09-07T00:00:00,347.4,350.27,338.71,340.7,59.04523,20243.9902335
2020-09-07T04:00:00,339.56,344.35,332.32,337.11,190.58003,64237.9583897
2020-09-07T08:00:00,335.89,342.59,326.67,329.83,311.3314,103770.6757652
2020-09-07T12:00:00,330.49,340.21,317.84,339.63,547.34171,178954.7281435
2020-09-07T16:00:00,340.28,345.78,338.0,338.67,367.51853,125268.8883837
2020-09-07T20:00:00,337.6,345.87,335.46,342.62,464.9192,157792.1393356
2020-09-08T00:00:00,345.51,345.51,339.15,340.85,179.85321,61425.8872165
2020-09-08T04:00:00,340.65,341.8,336.56,337.58,292.67771,99042.1477877
2020-09-08T08:00:00,337.58,340.54,323.35,326.68,506.14361,169720.045747
2020-09-08T12:00:00,327.21,335.24,323.99,330.72,233.92472,76996.5708147
2020-09-08T16:00:00,331.53,337.0,324.71,327.31,363.08795,120285.7712176
2020-09-08T20:00:00,328.38,332.49,319.19,329.24,481.70124,157372.142838
2020-09-09T00:00:00,329.41,333.62,324.1,326.05,107.75928,35571.8077049
2020-09-09T04:00:00,325.2,334.9,325.2,334.26,123.71274,40710.0258341
2020-09-09T08:00:00,335.05,341.16,332.52,340.07,48.51945,16360.3212364
2020-09-09T12:00:00,341.8,346.99,338.73,346.95,99.28082,34126.0725379
2020-09-09T16:00:00,345.64,350.88,343.42,348.78,139.84235,48467.5841107
2020-09-09T20:00:00,349.27,349.27,340.92,340.92,112.19887,38745.8976842
2020-09-10T00:00:00,345.81,361.42,345.37,359.58,113.52011,40152.2049651
2020-09-10T04:00:00,359.08,364.24,348.98,352.8,1023.21397,366252.2828984
2020-09-10T08:00:00,352.94,357.78,351.43,355.31,70.58429,25052.9731505
2020-09-10T12:00:00,355.01,363.63,355.01,359.84,259.89221,93273.991509
2020-09-10T16:00:00,360.01,361.29,350.52,352.12,110.32505,39375.1102408
2020-09-10T20:00:00,351.54,356.64,351.54,355.62,160.77351,56999.3249055
2020-09-11T00:00:00,357.0,358.49,345.92,346.18,186.85399,65663.4202965
2020-09-11T04:00:00,344.84,351.42,344.48,350.47,153.45386,53243.2964492
2020-09-11T08:00:00,350.52,356.39,350.42,350.89,49.16599,17399.5613009
2020-09-11T12:00:00,352.0,357.94,352.0,355.53,58.9225,20896.1290605
2020-09-11T16:00:00,358.31,358.31,353.74,357.16,81.33219,28936.6491024
2020-09-11T20:00:00,357.31,361.84,356.24,361.44,150.91598,53981.7293979
2020-09-12T00:00:00,359.9,360.26,355.42,357.56,51.91831,18632.0939255
2020-09-12T04:00:00,358.36,359.22,353.75,356.36,11.13771,3983.4446707
2020-09-12T08:00:00,355.76,360.74,354.89,360.74,86.50912,30957.9309803
2020-09-12T12:00:00,359.74,362.47,357.41,362.47,89.646,32367.9312933
2020-09-12T16:00:00,360.54,373.54,360.51,373.54,69.45244,25447.4032819
2020-09-12T20:00:00,373.98,376.87,371.5,376.87,83.02955,31019.8537321
2020-09-13T00:00:00,375.12,379.03,372.88,378.62,54.86162,20657.3891678
2020-09-13T04:00:00,379.31,383.98,376.09,378.44,476.43232,181342.9423372
2020-09-13T08:00:00,378.44,379.04,364.56,364.8,208.76421,77656.1398207
2020-09-13T12:00:00,364.54,364.65,353.44,353.69,164.87818,59451.8386532
2020-09-13T16:00:00,352.92,356.35,346.02,356.35,131.96648,46319.3903736
2020-09-13T20:00:00,355.29,358.35,352.87,357.52,107.18403,38224.2860305
2020-09-14T00:00:00,357.31,359.43,349.67,356.72,155.75863,55585.5126409
2020-09-14T04:00:00,355.91,359.71,354.57,359.32,90.21043,32211.1527614
2020-09-14T08:00:00,359.02,359.02,348.03,353.41,759.03191,267812.3173859
2020-09-14T12:00:00,354.85,369.13,351.76,367.53,410.43442,147099.440965
2020-09-14T16:00:00,369.86,369.86,357.88,361.12,380.17899,138080.4837879
2020-09-14T20:00:00,360.48,365.51,359.28,363.12,91.79992,33214.2143265
2020-09-15T00:00:00,365.11,366.02,359.72,360.83,489.27661,177295.4970489
2020-09-15T04:00:00,360.77,367.13,358.54,365.95,169.71417,61489.1792222
2020-09-15T08:00:00,365.95,370.36,359.38,368.5,133.89266,48709.6063008
2020-09-15T12:00:00,368.79,369.78,354.7,357.18,362.43916,131320.8371719
2020-09-15T16:00:00,358.14,361.39,355.13,357.01,125.54422,45012.9583923
2020-09-15T20:00:00,356.98,360.96,356.07,356.67,101.30559,36172.1778235
2020-09-16T00:00:00,356.3,356.67,348.58,351.45,221.42514,77666.6941211
2020-09-16T04:00:00,351.52,360.58,350.72,360.58,396.24359,141480.9639854
2020-09-16T08:00:00,360.69,360.7,355.98,359.26,104.85743,37531.0342027
2020-09-16T12:00:00,360.08,365.79,358.21,365.45,258.55572,93420.7351884
2020-09-16T16:00:00,366.89,367.89,360.36,361.5,486.10915,176913.8545955
2020-09-16T20:00:00,359.58,362.9,359.58,360.76,126.79399,45770.5768726
2020-09-17T00:00:00,359.0,378.77,358.58,371.05,331.5292,123727.8133516
2020-09-17T04:00:00,370.58,375.11,370.28,373.62,102.85796,38392.2637154
2020-09-17T08:00:00,373.62,376.07,367.58,374.83,218.33321,81246.7886983
2020-09-17T12:00:00,375.46,376.93,369.3,374.41,220.06088,82211.4216499
2020-09-17T16:00:00,374.88,382.5,373.1,382.44,1174.73172,447219.2675517
2020-09-17T20:00:00,382.77,386.16,380.3,381.66,2639.34373,1014998.1459013
2020-09-18T00:00:00,381.46,384.74,378.23,380.21,178.05252,67722.7178986
2020-09-18T04:00:00,379.41,380.61,375.31,377.04,813.29179,307871.1338138
2020-09-18T08:00:00,378.1,380.13,376.48,376.89,125.98531,47644.6226556
2020-09-18T12:00:00,376.58,378.78,372.42,374.06,226.78601,85174.3264286
2020-09-18T16:00:00,374.0,376.5,369.36,372.06,490.07589,183057.6871014
2020-09-18T20:00:00,372.57,377.62,372.51,376.07,264.48161,99063.4475283
2020-09-19T00:00:00,377.46,378.02,375.0,376.71,19.82319,7459.7384771
2020-09-19T04:00:00,375.06,376.81,371.89,372.32,78.54631,29301.0387974
2020-09-19T08:00:00,371.95,382.14,371.95,381.95,142.59436,53337.9182779
2020-09-19T12:00:00,383.68,383.68,378.93,379.89,358.7317,136441.9809107
2020-09-19T16:00:00,380.08,382.14,377.72,380.77,90.66426,34470.2322052
2020-09-19T20:00:00,380.77,381.27,379.72,381.02,77.06672,29339.9227184
2020-09-20T00:00:00,379.7,379.78,375.62,376.78,27.46909,10357.7674521
