train_accuracy,val_accuracy,val_precision,val_recall,val_f1,test_accuracy,test_precision,test_recall,test_f1,test_confusion_matrix,test_true_negatives,test_false_positives,test_false_negatives,test_true_positives,test_specificity,test_sensitivity,experiment_name,model_type,target_type,trained_at
1.0,0.506265664160401,0.5085584382710384,0.506265664160401,0.5060051265204819,0.48120300751879697,0.4798757412354043,0.48120300751879697,0.4531697400800773,"[[140, 57], [150, 52]]",140,57,150,52,0.7106598984771574,0.25742574257425743,BTCUSDT_1d_optimized,xgboost,direction,2025-07-10T19:09:51.792326
