#{"t_start": 1752008647.325863, "env_id": "None"}
r,l,t
-2.782112,1,885.887823
-2.872682,1,885.947118
-2.823807,1,886.001489
-2.652131,1,886.063948
-2.830263,1,886.130101
-2.797424,1,886.180578
-3.054305,1,886.227156
-2.795278,1,886.277238
-2.746524,1,886.328429
-2.729806,1,886.395231
-2.749694,1,886.447694
-2.611471,1,886.50661
-2.691006,1,886.560508
-2.647272,1,886.613339
-2.833682,1,886.680849
-2.833549,1,886.730323
-2.718398,1,886.776762
-2.816184,1,886.840277
-2.668959,1,886.895248
-2.670578,1,886.951249
-2.768425,1,886.99763
-2.710502,1,887.055082
-2.926818,1,887.110284
-2.639511,1,887.160876
-2.653018,1,887.216108
-2.666228,1,887.264992
-2.84586,1,887.328519
-2.73868,1,887.377756
-2.766024,1,887.42971
-2.704867,1,887.48259
-2.761678,1,887.53902
-2.736694,1,887.593466
-2.841104,1,887.645165
-2.79532,1,887.709251
-2.46264,1,887.765321
-2.987707,1,887.814598
-2.648479,1,887.860992
-2.774666,1,887.91746
-2.610784,1,887.976139
-2.813475,1,888.038351
-2.832233,1,888.087344
-2.822054,1,888.135396
-2.736301,1,888.19737
-2.69637,1,888.252494
-2.733716,1,888.307858
-2.714385,1,888.357816
-2.82,1,888.41274
-2.751451,1,888.475976
-2.651244,1,888.527296
-2.729866,1,888.577844
-2.886797,1,888.640951
-2.744114,1,888.693452
-2.740993,1,888.749783
-2.602068,1,888.799026
-2.744638,1,888.851697
-2.684024,1,888.916546
-2.970053,1,888.963905
-2.844557,1,889.016349
-2.823044,1,889.073374
-2.80403,1,889.1382
-2.969123,1,889.188752
-2.671172,1,889.235248
-2.843667,1,889.293882
-2.809064,1,889.360664
-2.804047,1,889.426862
-2.685192,1,889.480403
-2.744018,1,889.535376
-2.580385,1,889.599114
-2.651129,1,889.650646
-2.969172,1,889.701554
-2.745719,1,889.774171
-2.728303,1,889.840287
-2.863535,1,889.892188
-2.691053,1,889.944447
-2.705264,1,890.002898
-2.577213,1,890.057288
-2.713731,1,890.10709
-2.899269,1,890.160869
-2.689683,1,890.227671
-2.743386,1,890.278338
-2.898113,1,890.327212
-2.637231,1,890.38271
-2.92641,1,890.441103
-2.979347,1,890.491256
-2.672924,1,890.549142
-2.583026,1,890.609047
-2.925019,1,890.664389
-2.80384,1,890.723463
-2.809087,1,890.77109
-2.743475,1,890.839781
-2.799515,1,890.895693
-2.798244,1,890.942708
-2.731092,1,890.999513
-2.812735,1,891.056785
-2.754965,1,891.109628
-2.822428,1,891.16089
-2.858698,1,891.217139
-2.707782,1,891.270829
-2.695783,1,891.324238
-2.685827,1,891.379714
-2.674016,1,891.431336
-2.749283,1,891.489073
-2.953641,1,891.554273
-2.869754,1,891.607788
-2.80225,1,891.65832
-2.860973,1,891.71348
-2.800872,1,891.77464
-2.68979,1,891.826085
-2.836803,1,891.876053
-2.754591,1,891.935816
-2.862357,1,891.994597
-2.574152,1,892.050904
-2.913478,1,892.104333
-2.712944,1,892.162603
-2.8941,1,892.217868
-2.973454,1,892.270873
-2.876347,1,892.32127
-2.847706,1,892.372128
-2.554252,1,892.436393
-2.687771,1,892.486336
-2.83422,1,892.536288
-2.697737,1,892.592296
-2.838095,1,892.649172
-2.915025,1,892.710753
-2.815324,1,892.761563
-2.670364,1,892.815522
-2.673752,1,892.874461
-2.865809,1,892.925781
-2.718104,1,892.975355
-2.692068,1,893.026869
-2.714909,1,893.093023
-2.7738,1,893.150783
-2.883579,1,893.200754
-2.666093,1,893.258207
-2.658371,1,893.311621
-2.759614,1,893.361925
-2.888922,1,893.414874
-2.933903,1,893.47645
-2.722993,1,893.529231
-2.897203,1,893.593433
-2.690225,1,893.641487
-2.679881,1,893.694746
-2.760507,1,893.747714
-2.749152,1,893.802421
-2.778912,1,893.855499
-2.80986,1,893.909452
-2.860185,1,893.975032
-2.858699,1,894.028043
-2.914131,1,894.078942
-2.750709,1,894.140795
-2.822724,1,894.197573
-2.809099,1,894.256902
-2.656937,1,894.30723
-2.673095,1,894.361456
-2.929261,1,894.414807
-2.521355,1,894.473317
-2.739251,1,894.524572
-2.876376,1,894.578236
-2.759718,1,894.642632
-2.805837,1,894.693954
-2.851824,1,894.751012
-2.707455,1,894.815358
-2.771741,1,894.885601
-2.858874,1,894.941253
-2.720555,1,894.992182
-2.836295,1,895.05889
-2.780119,1,895.108781
-2.824733,1,895.165248
-2.760929,1,895.218008
-2.908722,1,895.274964
-2.602922,1,895.327198
-2.982952,1,895.379252
-3.00812,1,895.435307
-2.671672,1,895.492322
-2.738797,1,895.556239
-2.769608,1,895.607966
-2.65723,1,895.658561
-2.709013,1,895.7295
-2.559184,1,895.780324
-2.702138,1,895.827168
-2.660637,1,895.877318
-2.6571,1,895.943134
-2.773618,1,896.006229
-2.787914,1,896.05425
-2.860489,1,896.106958
-2.885607,1,896.162219
-2.683516,1,896.222521
-2.73436,1,896.273809
-2.656678,1,896.325353
-2.728679,1,896.382787
-2.719349,1,896.435143
-2.594477,1,896.484349
-2.864009,1,896.535612
-2.811405,1,896.589979
-2.897044,1,896.651626
-2.608827,1,896.709199
-2.756581,1,896.768278
-2.877625,1,896.833598
-2.732717,1,896.88835
-2.757373,1,896.940878
-2.771441,1,896.993768
-2.838712,1,897.048868
-2.811781,1,897.110318
-2.678417,1,897.162305
-2.749618,1,897.213721
-2.69501,1,897.278191
-2.706739,1,897.327522
-2.653277,1,897.382709
-2.935774,1,897.43383
-2.905983,1,897.494555
-2.754186,1,897.557796
-2.755922,1,897.611318
-2.75174,1,897.664812
-2.80369,1,897.72616
-2.833536,1,897.777244
-2.773819,1,897.826653
-2.731722,1,897.876518
-2.650282,1,897.942026
-2.756063,1,897.994591
-2.887358,1,898.051599
-2.792801,1,898.105145
-2.940099,1,898.163297
-2.888757,1,898.223722
-2.588274,1,898.274153
-2.611255,1,898.330919
-2.686956,1,898.389555
-2.7221,1,898.440925
-2.871855,1,898.507722
-2.509581,1,898.55783
-2.679002,1,898.613285
-2.647581,1,898.663704
-2.854548,1,898.714202
-2.889844,1,898.774924
-2.638508,1,898.830018
-2.776186,1,898.889896
-2.878944,1,898.939253
-2.814169,1,898.991131
-2.746817,1,899.057016
-2.703026,1,899.10887
-2.801665,1,899.159657
-2.758316,1,899.216331
-2.900499,1,899.275969
-2.751246,1,899.325878
-2.841219,1,899.376029
-2.862779,1,899.431671
-2.826353,1,899.492648
-2.861666,1,899.545332
-2.83711,1,899.600518
-2.891356,1,899.650614
-2.774755,1,899.705183
-2.546729,1,899.757316
-2.698958,1,899.812721
-2.826565,1,899.864007
-2.844531,1,899.921809
-2.678914,1,899.975758
-2.615251,1,900.03708
-2.843391,1,900.095755
-2.757949,1,900.150199
-2.891313,1,900.207453
-2.924304,1,900.265898
-2.820872,1,900.318428
-2.661863,1,900.369227
-2.840105,1,900.428676
-2.835749,1,900.482318
-2.949635,1,900.533099
-2.947722,1,900.586735
-2.697778,1,900.648565
-2.892478,1,900.700741
-2.750266,1,900.749811
-2.682413,1,900.801698
-2.785547,1,900.864601
-2.760857,1,900.913728
-2.889661,1,900.964015
-2.635037,1,901.02255
-2.861891,1,901.083247
-2.686846,1,901.142785
-2.779356,1,901.192218
-2.808973,1,901.245862
-2.743464,1,901.30893
-2.60002,1,901.359083
-2.777083,1,901.406458
-2.858756,1,901.459001
-2.711312,1,901.527207
-2.693814,1,901.587771
-2.780059,1,901.631234
-2.696161,1,901.68019
-2.839781,1,901.739762
-2.847837,1,901.80241
-2.913908,1,901.858911
-2.772462,1,901.908288
-2.725225,1,901.965985
-2.868746,1,902.024605
-2.859924,1,902.07944
-2.849536,1,902.129861
-2.773177,1,902.186174
-2.690637,1,902.244225
-2.748949,1,902.306659
-2.706735,1,902.357667
-3.021851,1,902.410534
-2.688527,1,902.473682
-3.023709,1,902.52538
-2.813312,1,902.577765
-2.746707,1,902.625318
-2.767826,1,902.684772
-2.884983,1,902.745749
-2.715339,1,902.794235
-2.695961,1,902.851229
-2.908758,1,902.906374
-2.715714,1,902.969206
-2.698183,1,903.025062
-2.719196,1,903.076895
-2.534695,1,903.135471
-2.728851,1,903.190814
-2.9613,1,903.241298
-2.703346,1,903.292503
-2.757125,1,903.34916
-2.605033,1,903.408129
-2.716022,1,903.460442
-2.630182,1,903.517049
-2.588918,1,903.568167
-2.866306,1,903.624881
-2.728317,1,903.676003
-2.820623,1,903.73292
-2.742527,1,903.787356
-2.798049,1,903.841171
-2.814799,1,903.90604
-2.81117,1,903.956134
-2.714636,1,904.0142
-2.855651,1,904.073883
-2.673657,1,904.128403
-2.777192,1,904.184934
-2.542381,1,904.240515
-2.858553,1,904.29298
-2.691378,1,904.357902
-2.753446,1,904.406839
-2.843294,1,904.457516
-2.804933,1,904.514003
-2.805395,1,904.577975
-2.621396,1,904.633003
-2.67806,1,904.689722
-2.671111,1,904.741792
-2.676749,1,904.803091
-2.731561,1,904.856985
-2.790316,1,904.906759
-2.612063,1,904.959613
-2.692137,1,905.021037
-2.779126,1,905.073151
-2.906132,1,905.125615
-2.70296,1,905.192052
-2.82888,1,905.246758
-2.767102,1,905.300786
-2.814035,1,905.352237
-2.508896,1,905.411015
-2.70492,1,905.472761
-2.769822,1,905.520382
-2.755588,1,905.573715
-2.829783,1,905.628525
-2.551491,1,905.688916
-2.654281,1,905.741385
-2.596521,1,905.792789
-2.859312,1,905.860038
-2.820387,1,905.909253
-2.722977,1,905.957671
-2.549917,1,906.008813
-2.553933,1,906.0787
-2.728585,1,906.13241
-2.826982,1,906.189995
-2.574425,1,906.242424
-2.716859,1,906.295001
-2.756324,1,906.347187
-2.893837,1,906.409613
-2.755807,1,906.462249
-2.800548,1,906.527513
-2.718289,1,906.586538
-2.657426,1,906.644013
-2.849249,1,906.697043
-2.502992,1,906.751969
-2.819218,1,906.805936
-2.787264,1,906.865905
-2.633628,1,906.914234
-2.872535,1,906.965011
-2.817629,1,907.027698
-2.584765,1,907.082969
-2.674759,1,907.139442
-2.750977,1,907.192827
-2.63396,1,907.243007
-2.643272,1,907.302297
-2.787517,1,907.363142
-2.966968,1,907.421784
-2.767176,1,907.484073
-2.786941,1,907.534209
-2.811225,1,907.590526
-2.729174,1,907.650633
-2.840585,1,907.711074
-2.664762,1,907.763886
-2.869257,1,907.817133
-2.749085,1,907.871163
-2.877683,1,907.927575
-2.85277,1,907.992704
-2.894699,1,908.041538
-2.817898,1,908.100991
-2.791199,1,908.161058
-2.788436,1,908.213029
-2.601742,1,908.272435
-2.759059,1,908.321137
-2.67192,1,908.379317
-2.756382,1,908.430476
-2.918862,1,908.486761
-2.609306,1,908.543154
-2.770208,1,908.596182
-2.83571,1,908.648504
-2.83851,1,908.698543
-2.763898,1,908.761103
-2.947142,1,908.812536
-2.769264,1,908.864197
-2.737547,1,908.915397
-2.861,1,908.974252
-2.600812,1,909.035259
-2.753227,1,909.082926
-2.836437,1,909.138134
-2.702957,1,909.191366
-2.754748,1,909.247142
-2.673975,1,909.297902
-2.820312,1,909.353598
-2.707097,1,909.395486
-2.552675,1,909.451339
-2.739321,1,909.510546
-2.888297,1,909.567071
-2.632753,1,909.61736
-2.769274,1,909.667247
-2.749077,1,909.720086
-2.768878,1,909.777473
-2.6302,1,909.827981
-2.958243,1,909.886732
-2.601205,1,909.948982
-2.820709,1,909.997203
-2.530375,1,910.045811
-2.621441,1,910.096194
-2.756459,1,910.158555
-2.933965,1,910.245147
-2.667665,1,910.292618
-2.849472,1,910.361039
-2.498053,1,910.411966
-2.707287,1,910.469896
-2.888888,1,910.526763
-2.786609,1,910.580403
-2.763931,1,910.642132
-2.648286,1,910.700829
-2.756701,1,910.756212
-2.790517,1,910.811238
-2.917523,1,910.87296
-2.83938,1,910.924339
-2.592319,1,910.98231
-2.720969,1,911.032974
-2.968766,1,911.094218
-2.67524,1,911.152433
-2.897425,1,911.200784
-2.800787,1,911.254289
-2.642715,1,911.310598
-2.880774,1,911.367566
-2.679678,1,911.421725
-2.705384,1,911.47401
-2.601508,1,911.533751
-2.621627,1,911.590313
-2.668203,1,911.644671
-2.831029,1,911.690042
-2.94557,1,911.748578
-2.669957,1,911.812118
-2.758785,1,911.863068
-2.606528,1,911.913793
-2.738021,1,911.997303
-2.778255,1,912.047582
-2.732304,1,912.096436
-2.69831,1,912.164742
-2.823091,1,912.233444
-2.732312,1,912.289459
-2.771152,1,912.347894
-2.783442,1,912.410235
-2.879484,1,912.461169
-2.620736,1,912.52296
-2.727529,1,912.573166
-2.869114,1,912.631425
-2.594924,1,912.692156
-2.693712,1,912.742249
-2.683072,1,912.789395
-2.62004,1,912.851489
-2.757683,1,912.907359
-2.830117,1,912.960866
-2.661824,1,913.012104
-2.818349,1,913.074948
-2.848039,1,913.128166
-2.649759,1,913.184773
-2.719987,1,913.241012
-2.804659,1,913.293823
-2.751011,1,913.349302
-2.794904,1,913.406463
-2.663881,1,913.457191
-2.813064,1,913.509778
-2.971125,1,913.561857
-2.735284,1,913.622828
-2.822046,1,913.670734
-2.635112,1,913.731436
-2.91038,1,913.790973
-2.681572,1,913.840995
-2.773999,1,913.892277
-2.731805,1,913.949275
-2.825472,1,914.008976
-2.737623,1,914.066701
-2.660431,1,914.121124
-2.844918,1,914.175556
-2.64856,1,914.234034
-2.7294,1,914.284667
-2.601178,1,914.341107
-2.802999,1,914.397844
-2.62826,1,914.457418
-2.777764,1,914.506788
-2.700581,1,914.55841
-2.796943,1,914.617561
-2.678237,1,914.67566
-2.925207,1,914.738799
-2.90915,1,914.791415
-2.792504,1,914.843868
-2.687475,1,914.904265
-2.769936,1,914.953053
-2.678708,1,915.005283
-2.633255,1,915.057745
-2.730429,1,915.124873
-2.822392,1,915.175084
-2.778399,1,915.226336
-2.739371,1,915.292066
-2.786011,1,915.346522
-2.732776,1,915.396143
-2.626695,1,915.449538
-2.964432,1,915.503802
-2.626119,1,915.565161
-2.862574,1,915.622262
-2.789249,1,915.674877
-2.770147,1,915.74346
-2.61984,1,915.801614
-2.852082,1,915.861631
-2.898093,1,915.913549
-2.691587,1,915.970136
-2.785883,1,916.044762
-2.683373,1,916.098551
-2.769694,1,916.149601
-2.758396,1,916.205513
-2.738253,1,916.262267
-2.743378,1,916.317556
-2.735793,1,916.370728
-2.688369,1,916.421132
-2.621713,1,916.477448
-2.536503,1,916.536147
-2.694175,1,916.591709
-2.702882,1,916.654337
-2.781264,1,916.708919
-2.762545,1,916.758975
-2.804962,1,916.809298
-2.629189,1,916.868006
-2.712838,1,916.925619
-2.803068,1,916.982929
-2.662348,1,917.039892
-2.759888,1,917.097149
-2.698807,1,917.160122
-2.923194,1,917.20743
-2.934765,1,917.263352
-2.682658,1,917.326752
-2.985228,1,917.384796
-2.62242,1,917.441592
-2.74925,1,917.493452
-2.654535,1,917.548495
-2.804919,1,917.606291
-2.623044,1,917.6755
-2.678869,1,917.727226
-2.749904,1,917.79808
-2.777074,1,917.85826
-2.757841,1,917.907548
-2.751851,1,917.961418
-2.772827,1,918.018593
-2.758167,1,918.079381
-2.738815,1,918.1305
-2.721025,1,918.182178
-2.677834,1,918.234693
-2.793755,1,918.292485
-2.721339,1,918.34473
-2.525269,1,918.4003
-2.763274,1,918.458533
-2.632572,1,918.513146
-2.713909,1,918.566503
-2.497959,1,918.621913
-2.711305,1,918.677639
-2.700229,1,918.732029
-2.930762,1,918.79401
-2.797346,1,918.843204
-2.985045,1,918.893979
-2.619801,1,918.954787
-3.00214,1,919.014416
-2.845183,1,919.072647
-2.757482,1,919.125288
-2.855412,1,919.187038
-2.804129,1,919.239325
-2.825254,1,919.290085
-2.66114,1,919.339182
-2.72957,1,919.394245
-2.55657,1,919.458238
-2.567619,1,919.508907
-2.791346,1,919.563886
-2.835433,1,919.640724
-2.833232,1,919.715828
-2.760481,1,919.771102
-2.669818,1,919.832236
-2.759122,1,919.890428
-2.70575,1,919.94223
-2.679941,1,919.996237
-2.813502,1,920.046957
-2.802727,1,920.098351
-2.74681,1,920.148161
-2.70454,1,920.208395
-2.925857,1,920.260659
-2.985314,1,920.315969
-2.799745,1,920.375059
-2.590075,1,920.428096
-2.788047,1,920.491448
-2.714966,1,920.541149
-2.924557,1,920.592853
-2.841224,1,920.641729
-2.765825,1,920.700943
-2.760322,1,920.757907
-2.781952,1,920.815883
-2.855412,1,920.87736
-2.708491,1,920.93047
-2.854417,1,920.993156
-2.682559,1,921.047594
-2.780719,1,921.098562
-2.78112,1,921.158117
-2.74287,1,921.211854
-2.737781,1,921.264385
-2.671555,1,921.318239
-2.924722,1,921.375638
-2.726503,1,921.432834
-2.876398,1,921.49317
-2.720278,1,921.544683
-2.818308,1,921.598572
-2.625522,1,921.657418
-2.790497,1,921.708678
-2.724641,1,921.757206
-2.91934,1,921.826503
-2.766997,1,921.887021
-2.746435,1,921.943597
-2.716812,1,921.996659
-2.646937,1,922.047072
-2.714522,1,922.099569
-2.698128,1,922.148975
-2.998987,1,922.206803
-2.665859,1,922.260087
-2.697718,1,922.321416
-2.715471,1,922.375287
-2.749702,1,922.424216
-2.818765,1,922.475276
-2.635697,1,922.536478
-2.714827,1,922.588204
-2.960801,1,922.638581
-2.662439,1,922.706355
-2.594603,1,922.763302
-2.826957,1,922.81436
-2.833977,1,922.873122
-2.817965,1,922.92549
-2.724836,1,922.985366
-2.713321,1,923.04524
-2.802926,1,923.094702
-2.751098,1,923.156581
-2.627821,1,923.214721
-2.927647,1,923.267001
-2.751934,1,923.315442
-2.837724,1,923.376674
-2.714498,1,923.436554
-2.719541,1,923.493031
-2.831234,1,923.543865
-2.819339,1,923.596896
-2.891929,1,923.652089
-2.755918,1,923.706289
-2.708692,1,923.755548
-2.893499,1,923.813591
-2.796924,1,923.878099
-2.840475,1,923.929237
-2.853881,1,923.98792
-2.817791,1,924.037072
-2.773222,1,924.094507
-2.597796,1,924.153289
-2.836898,1,924.200552
-2.828327,1,924.260472
-2.664697,1,924.315338
-2.548917,1,924.378541
-2.640426,1,924.425486
-2.831894,1,924.475527
-2.754161,1,924.529414
-2.580318,1,924.593137
-2.777506,1,924.646642
-2.665673,1,924.702361
-2.78039,1,924.756355
-2.729296,1,924.805515
-2.628106,1,924.855641
-2.846475,1,924.913698
-2.744759,1,924.965193
-2.902498,1,925.026365
-2.649044,1,925.088339
-2.718231,1,925.138248
-2.69418,1,925.190411
-2.810792,1,925.252887
-2.733443,1,925.306275
-2.722643,1,925.356973
-2.530136,1,925.426855
-2.74299,1,925.479798
-2.731313,1,925.529515
-2.703053,1,925.591592
-2.739214,1,925.647437
-2.782603,1,925.70681
-2.640071,1,925.758966
-2.849956,1,925.810901
-2.838829,1,925.873874
-2.951048,1,925.928982
-2.740574,1,925.986884
-2.921866,1,926.044205
-2.770758,1,926.101506
-2.641245,1,926.150253
-2.920162,1,926.208286
-2.791835,1,926.258308
-2.654979,1,926.310689
-2.824626,1,926.363959
-2.918784,1,926.423012
-2.863633,1,926.476961
-2.817727,1,926.541912
-2.886364,1,926.594325
-2.821754,1,926.643744
-3.014013,1,926.705292
-2.850854,1,926.762152
-2.82013,1,926.814111
-2.589473,1,926.860588
-2.819526,1,926.911908
-2.572368,1,926.978299
-2.919725,1,927.040434
-2.883487,1,927.087758
-2.719465,1,927.141527
-2.6977,1,927.197522
-2.760931,1,927.258868
-2.823318,1,927.308656
-2.794159,1,927.362339
-2.474187,1,927.422753
-2.693578,1,927.478025
-2.880593,1,927.532181
-2.577419,1,927.586111
-2.722145,1,927.640545
-2.678264,1,927.702468
-2.76966,1,927.755759
-2.699881,1,927.809094
-2.788766,1,927.861595
-2.742927,1,927.926163
-2.796428,1,927.97935
-3.027474,1,928.0289
-2.69431,1,928.089451
-2.662546,1,928.144231
-2.744336,1,928.203351
-2.723963,1,928.25501
-2.689693,1,928.307266
-2.76714,1,928.363091
-2.624043,1,928.422335
-2.579538,1,928.474112
-2.776896,1,928.526634
-2.807154,1,928.593745
-2.716755,1,928.644155
-2.860826,1,928.694963
-2.759103,1,928.745942
-2.694868,1,928.812354
-2.79628,1,928.866486
-2.757564,1,928.924441
-2.773252,1,928.972162
-2.679074,1,929.04037
-2.692294,1,929.09494
-2.550479,1,929.144507
-2.702345,1,929.194889
-2.707417,1,929.256364
-2.848207,1,929.312572
-2.8548,1,929.361408
-2.814558,1,929.410974
-2.63661,1,929.477933
-2.736318,1,929.53876
-2.816432,1,929.588171
-2.764945,1,929.638456
-2.991663,1,929.692297
-2.884354,1,929.750967
-2.94352,1,929.804507
-2.796901,1,929.855837
-2.905057,1,929.913463
-2.777357,1,929.976194
-2.789878,1,930.027069
-2.744793,1,930.081028
-2.764795,1,930.142521
-2.749355,1,930.208123
-2.796967,1,930.254831
-2.614741,1,930.304779
-2.666574,1,930.366706
-2.772818,1,930.421779
-2.756537,1,930.471201
-2.690241,1,930.52168
-2.614492,1,930.577456
-2.763893,1,930.636961
-2.805219,1,930.683669
-2.705634,1,930.734181
-2.713573,1,930.790558
-2.747541,1,930.847205
-2.741258,1,930.903637
-2.810631,1,930.959248
-2.876598,1,931.012523
-3.099947,1,931.096659
-2.63568,1,931.162756
-2.839221,1,931.222137
-2.793112,1,931.276687
-2.78684,1,931.32836
-3.018915,1,931.384979
-2.71351,1,931.435369
-2.92661,1,931.488458
-2.641276,1,931.55055
-2.774673,1,931.610866
-2.87458,1,931.667961
-2.641492,1,931.72189
-2.83431,1,931.776739
-2.795973,1,931.828492
-2.82336,1,931.886399
-2.713758,1,931.942694
-2.682986,1,932.007452
-2.687237,1,932.060272
-2.815656,1,932.116904
-2.798647,1,932.192363
-2.711296,1,932.25965
-2.602235,1,932.320487
-2.869013,1,932.378192
-2.686476,1,932.443849
-2.740272,1,932.495714
-2.723483,1,932.550128
-2.842586,1,932.60469
-2.832752,1,932.659635
-2.78365,1,932.722447
-2.601579,1,932.771783
-2.850909,1,932.827832
-2.791587,1,932.886803
-2.650143,1,932.938993
-2.647509,1,932.988138
-2.827004,1,933.047496
-2.745326,1,933.110473
-2.786264,1,933.163707
-2.951379,1,933.222097
-2.912283,1,933.285626
-2.700103,1,933.34209
-2.767515,1,933.39602
-2.739919,1,933.445
-2.954064,1,933.50865
-2.56027,1,933.562134
-2.806082,1,933.61418
-2.79245,1,933.671634
-2.776594,1,933.728494
-2.696624,1,933.784367
-2.950862,1,933.842376
-2.75235,1,933.891881
-2.857022,1,933.948919
-2.591904,1,934.013277
-2.704509,1,934.062944
-2.839455,1,934.114304
-2.766629,1,934.16838
-2.957205,1,934.229474
-2.856986,1,934.280287
-2.736157,1,934.328755
-2.811052,1,934.39435
-2.752955,1,934.447829
-2.689621,1,934.504511
-2.599508,1,934.553221
-2.739345,1,934.61164
-2.783333,1,934.675414
-2.900885,1,934.729188
-2.787879,1,934.778102
-2.814424,1,934.840328
-2.73394,1,934.893311
-2.903608,1,934.946972
-2.731923,1,935.006601
-2.794652,1,935.067145
-2.69591,1,935.12233
-2.8886,1,935.177255
-2.752536,1,935.227434
-2.630361,1,935.277291
-2.593555,1,935.343148
-2.666974,1,935.395693
-2.772711,1,935.44679
-2.746814,1,935.505575
-2.785473,1,935.561066
-2.836751,1,935.616919
-2.803949,1,935.673074
-2.708603,1,935.728499
-2.83745,1,935.784251
-2.818062,1,935.843372
-2.703966,1,935.897539
-3.0069,1,935.946464
-2.724589,1,936.000379
-2.629593,1,936.134628
-2.742747,1,936.186178
-2.800518,1,936.242789
-2.632642,1,936.309072
-2.789377,1,936.356912
-2.801183,1,936.404692
-2.902139,1,936.463934
-2.729807,1,936.529481
-2.874199,1,936.589843
-2.741618,1,936.638546
-2.706884,1,936.694191
-2.925656,1,936.755069
-2.644002,1,936.805023
-2.794061,1,936.856433
-2.682298,1,936.910226
-2.773559,1,936.973245
-2.758233,1,937.026437
-2.777662,1,937.079692
-2.858515,1,937.142613
-2.639916,1,937.205634
-2.722812,1,937.262594
-2.635404,1,937.312677
-2.790842,1,937.372154
-2.760999,1,937.431371
-2.783081,1,937.479898
-2.695008,1,937.53034
-2.696489,1,937.580484
-2.743913,1,937.642061
-2.739482,1,937.699202
-2.505435,1,937.75004
-2.864774,1,937.808129
-2.831898,1,937.86553
-2.78778,1,937.92433
-2.85793,1,937.979038
-2.84646,1,938.028535
-2.756684,1,938.080436
-2.853797,1,938.145893
-2.702088,1,938.198847
-2.804326,1,938.247854
-2.921049,1,938.30954
-2.781052,1,938.367235
-2.684937,1,938.423082
-2.838798,1,938.47575
-2.816079,1,938.531013
-2.721777,1,938.593611
-2.850702,1,938.643237
-2.844188,1,938.691854
-2.735732,1,938.74886
-2.813838,1,938.800552
-2.714624,1,938.856373
-2.747784,1,938.906881
-2.868495,1,938.958943
-2.874366,1,939.023971
-2.655927,1,939.074537
-2.726094,1,939.124866
-2.713679,1,939.182225
-2.818562,1,939.239696
-2.774318,1,939.290979
-2.774843,1,939.345499
-2.681899,1,939.398256
-2.905768,1,939.453075
-2.81657,1,939.521281
-2.876486,1,939.573579
-3.010682,1,939.63395
-2.837005,1,939.687839
-2.834325,1,939.742364
-2.727296,1,939.799841
-2.70576,1,939.850898
-2.610265,1,939.908624
-2.90771,1,939.960969
-2.765039,1,940.021477
-2.818433,1,940.077468
-2.798111,1,940.130465
-2.707514,1,940.193604
-2.790302,1,940.25232
-2.657771,1,940.30693
-2.832824,1,940.362453
-2.632681,1,940.415449
-2.934335,1,940.464878
-2.789234,1,940.520179
-2.92362,1,940.577656
-2.660762,1,940.635434
-2.681917,1,940.689184
-2.692001,1,940.741246
-2.642711,1,940.801994
-2.758622,1,940.860223
-2.855135,1,940.914435
-2.527812,1,940.963897
-2.817112,1,941.023088
-2.738456,1,941.077881
-2.725832,1,941.129518
-2.908615,1,941.183741
-3.000193,1,941.242304
-2.780301,1,941.323827
-2.716652,1,941.376919
-2.807459,1,941.435726
-2.631149,1,941.492633
-2.760485,1,941.56041
-2.653717,1,941.616406
-2.78484,1,941.678163
-2.840582,1,941.732426
-2.68351,1,941.788244
-2.615639,1,941.844476
-2.852348,1,941.902361
-2.664527,1,941.95899
-2.828572,1,942.017093
-2.700551,1,942.073874
-2.867279,1,942.140165
-2.70303,1,942.194403
-2.737193,1,942.242748
-2.849204,1,942.299211
-2.600055,1,942.360203
-2.815197,1,942.413752
-2.909045,1,942.470806
-2.872925,1,942.524198
-2.698315,1,942.585225
-2.883789,1,942.639299
-2.809275,1,942.691286
-2.70616,1,942.740356
-2.835115,1,942.807049
-2.909878,1,942.857006
-2.88226,1,942.911426
-2.799602,1,942.971655
-2.84736,1,943.021676
-2.712213,1,943.076634
-2.584354,1,943.137949
-2.741819,1,943.185018
-2.563747,1,943.238971
-2.81818,1,943.296704
-2.636952,1,943.354472
-2.746739,1,943.406972
-2.748666,1,943.456847
-2.612215,1,943.514225
-2.672524,1,943.573079
-2.643324,1,943.626866
-2.795553,1,943.684938
-2.750802,1,943.747872
-2.750932,1,943.808052
-2.636496,1,943.854571
-2.729697,1,943.905798
-2.794668,1,943.965998
-2.859872,1,944.021818
-2.778864,1,944.07207
-2.709772,1,944.136115
-2.858383,1,944.192185
-2.851052,1,944.245377
-2.821471,1,944.295721
-2.986885,1,944.359292
-2.771606,1,944.427401
-2.619502,1,944.496478
-2.747684,1,944.55034
-2.775039,1,944.613595
-2.933879,1,944.669373
-2.820162,1,944.715566
-2.801173,1,944.775072
-2.709117,1,944.828718
-2.768074,1,944.89202
-2.929565,1,944.94953
-2.797285,1,945.000715
-2.637094,1,945.052536
-2.672966,1,945.115635
-2.613839,1,945.179035
-2.711832,1,945.232242
-2.602903,1,945.293043
-2.71639,1,945.354539
-2.682661,1,945.403774
-2.765791,1,945.458818
-2.782375,1,945.520548
-2.668643,1,945.576213
-2.797522,1,945.634124
-2.63353,1,945.68982
-2.775416,1,945.742687
-2.785858,1,945.79162
-2.8702,1,945.848378
