#{"t_start": 1752008647.325863, "env_id": "None"}
r,l,t
-2.911044,1,945.906313
-2.823584,1,945.95946
-2.724655,1,946.0109
-2.814115,1,946.071789
-2.858884,1,946.124149
-2.738492,1,946.189003
-2.884361,1,946.239076
-2.635416,1,946.289343
-2.695482,1,946.347353
-2.767812,1,946.405033
-2.810658,1,946.459586
-2.840853,1,946.51115
-2.621085,1,946.569237
-2.704443,1,946.626244
-2.740118,1,946.679514
-2.670251,1,946.734598
-2.671507,1,946.787901
-2.910316,1,946.8486
-2.6695,1,946.907475
-2.796275,1,946.961377
-2.969809,1,947.024077
-2.540317,1,947.080173
-2.669631,1,947.133408
-2.710871,1,947.185347
-2.760917,1,947.237962
-2.849955,1,947.292517
-2.843085,1,947.356628
-2.710322,1,947.408851
-2.647499,1,947.471072
-2.973327,1,947.523258
-2.855914,1,947.576606
-2.83946,1,947.631909
-2.735332,1,947.684893
-2.69365,1,947.741386
-2.884847,1,947.796279
-2.865544,1,947.853906
-2.799017,1,947.904699
-2.664391,1,947.961384
-2.998582,1,948.020673
-2.770246,1,948.074725
-2.701733,1,948.1239
-2.700009,1,948.185912
-2.742524,1,948.243799
-2.833937,1,948.29364
-2.95106,1,948.345268
-2.934699,1,948.406821
-2.846393,1,948.460939
-2.70685,1,948.521821
-2.874952,1,948.572243
-2.835209,1,948.629285
-2.753414,1,948.692824
-2.624544,1,948.743179
-2.69304,1,948.793827
-2.671831,1,948.848537
-2.84234,1,948.904457
-2.638645,1,948.95758
-2.765448,1,949.006424
-2.76438,1,949.072035
-2.889762,1,949.124679
-2.879485,1,949.175547
-2.711251,1,949.229728
-2.702184,1,949.288106
-2.831502,1,949.35219
-2.867623,1,949.401597
-2.707112,1,949.454116
-2.842548,1,949.507688
-2.710432,1,949.577322
-2.73813,1,949.628373
-2.711919,1,949.683953
-2.859113,1,949.743269
-2.751295,1,949.804716
-2.891484,1,949.859251
-2.709792,1,949.917204
-2.875062,1,949.972084
-2.753536,1,950.04181
-2.814169,1,950.102808
-2.706563,1,950.159328
-2.74772,1,950.219601
-2.881312,1,950.275431
-2.755296,1,950.325142
-2.713842,1,950.377331
-2.739042,1,950.429819
-2.779927,1,950.499322
-2.695784,1,950.560687
-2.942884,1,950.612081
-2.929425,1,950.671141
-2.874054,1,950.731917
-2.779379,1,950.788942
-2.650607,1,950.839994
-2.593086,1,950.906716
-2.743877,1,950.959872
-2.597487,1,951.008779
-2.796657,1,951.071182
-2.765489,1,951.133712
-2.750872,1,951.19672
-2.747106,1,951.248434
-2.881444,1,951.309453
-2.89538,1,951.362318
-2.748129,1,951.422283
-2.668968,1,951.48183
-2.7788,1,951.54144
-2.762921,1,951.610671
-2.712612,1,951.670284
-2.720109,1,951.73709
-2.756474,1,951.795832
-2.768635,1,951.851192
-2.653137,1,951.90642
-2.804935,1,951.961842
-2.806966,1,952.022345
-2.727093,1,952.08208
-2.587517,1,952.141738
-2.713515,1,952.193085
-2.995453,1,952.248996
-2.719095,1,952.300854
-2.909381,1,952.360148
-2.91541,1,952.410868
-2.775071,1,952.466558
-2.94257,1,952.523092
-2.653549,1,952.572281
-2.640771,1,952.626786
-2.664392,1,952.67725
-2.935758,1,952.751545
-2.696161,1,952.81096
-2.963057,1,952.866674
-2.707405,1,952.922178
-2.85021,1,952.978695
-2.740327,1,953.036038
-2.769436,1,953.08818
-2.710018,1,953.139739
-2.675698,1,953.204783
-2.625305,1,953.256347
-2.718555,1,953.307993
-2.648795,1,953.377356
-2.751653,1,953.433494
-2.546633,1,953.489363
-2.727125,1,953.540863
-2.67645,1,953.592518
-2.765149,1,953.656304
-2.712018,1,953.706617
-2.607958,1,953.757239
-2.713137,1,953.812112
-2.667232,1,953.873978
-2.750136,1,953.925988
-2.682557,1,953.982147
-2.664646,1,954.035661
-2.749103,1,954.092721
-2.749942,1,954.158028
-2.612983,1,954.209779
-2.757556,1,954.260525
-2.701693,1,954.325281
-2.7176,1,954.377449
-2.764646,1,954.42765
-2.721515,1,954.479076
-2.908508,1,954.544219
-2.721981,1,954.595618
-2.761113,1,954.653327
-2.667605,1,954.705584
-2.687242,1,954.761701
-2.689763,1,954.81986
-2.666027,1,954.874662
-2.856038,1,954.939829
-2.788985,1,954.996428
-2.769117,1,955.046244
-2.889603,1,955.098491
-2.871734,1,955.156098
-2.751438,1,955.215964
-2.697705,1,955.275969
-2.657574,1,955.328629
-2.725598,1,955.388263
-2.784184,1,955.448462
-2.69098,1,955.506552
-2.946465,1,955.558627
-2.71435,1,955.6305
-2.805962,1,955.687806
-2.774048,1,955.741423
-2.70198,1,955.792761
-2.661192,1,955.844921
-2.833897,1,955.913473
-2.804809,1,955.961802
-2.787258,1,956.012002
-2.783265,1,956.077802
-2.724195,1,956.132194
-2.699848,1,956.183427
-2.775737,1,956.238799
-2.751057,1,956.291866
-2.815811,1,956.356415
-2.763274,1,956.40677
-2.57309,1,956.46204
-2.723031,1,956.518905
-2.830156,1,956.578383
-2.608959,1,956.631183
-2.740942,1,956.683285
-2.802508,1,956.741893
-2.601515,1,956.803192
-2.693553,1,956.875312
-2.843103,1,956.930136
-2.688439,1,956.986809
-2.687967,1,957.046501
-2.864173,1,957.105619
-2.790224,1,957.161823
-2.786622,1,957.210663
-2.607579,1,957.279715
-2.654708,1,957.334647
-2.630032,1,957.381655
-2.75089,1,957.434077
-2.762076,1,957.506141
-2.895741,1,957.557292
-2.878735,1,957.614479
-2.748748,1,957.671576
-2.853784,1,957.726588
-2.821493,1,957.785564
-2.788312,1,957.83775
-2.682549,1,957.895264
-2.921308,1,957.978231
-2.761449,1,958.037313
-2.712338,1,958.08607
-2.851101,1,958.148401
-2.697401,1,958.198485
-2.749535,1,958.252782
-2.830121,1,958.301581
-2.750565,1,958.357262
-2.726106,1,958.422292
-2.850423,1,958.474449
-2.755841,1,958.535472
-2.73285,1,958.592352
-2.575519,1,958.646972
-2.882183,1,958.704687
-2.876487,1,958.757869
-2.727494,1,958.813546
-2.755136,1,958.876691
-2.879714,1,958.937626
-2.610114,1,958.991544
-2.807673,1,959.044929
-2.991022,1,959.102369
-2.746465,1,959.161085
-2.777265,1,959.214983
-2.637982,1,959.269582
-2.702195,1,959.331381
-2.738328,1,959.384634
-2.818418,1,959.443216
-2.776961,1,959.50419
-2.695066,1,959.565301
-2.789495,1,959.62096
-2.824218,1,959.671581
-2.814525,1,959.723363
-2.62281,1,959.78732
-2.720727,1,959.840286
-2.69066,1,959.892613
-2.852486,1,959.953204
-2.736346,1,960.004677
-2.84253,1,960.054092
-2.764652,1,960.113302
-2.598066,1,960.170608
-2.812556,1,960.227187
-2.726941,1,960.280756
-2.852061,1,960.336892
-2.763071,1,960.393842
-2.645262,1,960.456951
-2.73277,1,960.508308
-2.618783,1,960.559641
-2.683155,1,960.624722
-2.864494,1,960.678096
-2.856369,1,960.729298
-2.712652,1,960.79134
-2.85947,1,960.84252
-2.755686,1,960.896784
-2.812206,1,960.951977
-2.765551,1,961.006551
-2.997946,1,961.075424
-2.595135,1,961.127701
-2.807671,1,961.183615
-2.72225,1,961.245099
-2.783131,1,961.296421
-2.652934,1,961.349691
-2.754669,1,961.406555
-2.622399,1,961.454272
-2.847726,1,961.520801
-2.80678,1,961.580881
-2.71299,1,961.638283
-2.717503,1,961.69446
-2.726318,1,961.750552
-2.596917,1,961.80443
-2.925673,1,961.856562
-2.769142,1,961.91504
-2.654622,1,961.996585
-2.714752,1,962.052678
-2.829112,1,962.108706
-2.741656,1,962.177414
-2.719501,1,962.240207
-2.691928,1,962.290722
-2.766856,1,962.344639
-2.641748,1,962.406262
-2.819243,1,962.458227
-2.595907,1,962.512938
-2.73656,1,962.563578
-2.610901,1,962.621274
-2.980154,1,962.682785
-2.676175,1,962.733975
-2.904692,1,962.79024
-2.952971,1,962.848826
-2.706432,1,962.901711
-2.753924,1,962.966203
-2.722484,1,963.016548
-2.76007,1,963.069072
-2.824545,1,963.135009
-2.937635,1,963.18861
-2.870252,1,963.245698
-2.640633,1,963.306725
-2.819194,1,963.374437
-2.81711,1,963.424654
-2.972267,1,963.476871
-2.963713,1,963.541526
-2.944727,1,963.596154
-2.804889,1,963.65066
-2.458778,1,963.711313
-2.847272,1,963.765158
-2.714138,1,963.823191
-2.588218,1,963.878975
-2.874807,1,963.93132
-2.841579,1,963.991914
-2.881316,1,964.044341
-2.700356,1,964.096273
-2.882716,1,964.157101
-2.841657,1,964.210629
-2.882717,1,964.266526
-2.63257,1,964.326649
-2.933609,1,964.377848
-2.782854,1,964.431181
-2.789508,1,964.48969
-2.693092,1,964.544251
-2.579685,1,964.594566
-2.721262,1,964.649441
-2.863818,1,964.71306
-2.66789,1,964.767886
-2.6241,1,964.816342
-2.857668,1,964.877773
-2.799467,1,964.935404
-2.674848,1,964.990288
-2.820102,1,965.044348
-2.876085,1,965.106145
-2.555196,1,965.171268
-2.906137,1,965.222674
-2.831423,1,965.281353
-2.705275,1,965.342093
-2.728106,1,965.396123
-3.014053,1,965.445092
-2.809304,1,965.503173
-2.706617,1,965.561267
-2.83231,1,965.624927
-2.735957,1,965.678353
-2.872916,1,965.729846
-2.710189,1,965.792879
-2.799991,1,965.847856
-2.813402,1,965.89756
-2.750389,1,965.959007
-2.843199,1,966.013114
-2.751662,1,966.065055
-2.649092,1,966.125807
-2.806692,1,966.180727
-2.889605,1,966.233253
-2.677504,1,966.289481
-2.782807,1,966.342942
-2.803322,1,966.392918
-2.8419,1,966.443792
-2.784649,1,966.511145
-2.37597,1,966.562772
-2.636748,1,966.631475
-2.918831,1,966.686275
-2.942217,1,966.737321
-2.74256,1,966.796268
-2.955078,1,966.84646
-2.603859,1,966.903377
-2.595998,1,966.964332
-2.717323,1,967.021045
-2.782557,1,967.073673
-2.853032,1,967.136817
-2.858371,1,967.190195
-2.718693,1,967.241921
-2.65345,1,967.307159
-2.819183,1,967.369421
-2.618585,1,967.424542
-2.668463,1,967.474339
-2.814072,1,967.526975
-2.825411,1,967.586968
-2.84014,1,967.640851
-2.997935,1,967.696026
-2.79479,1,967.754422
-2.827417,1,967.812198
-2.742584,1,967.874608
-2.716809,1,967.929048
-2.821209,1,967.995922
-2.789238,1,968.053277
-2.716353,1,968.106556
-2.689133,1,968.157416
-2.646926,1,968.215011
-2.77996,1,968.272192
-2.88383,1,968.32817
-2.878678,1,968.381197
-2.720279,1,968.43787
-2.722919,1,968.504529
-2.70829,1,968.556039
-2.742004,1,968.607455
-2.790319,1,968.671858
-2.79063,1,968.725095
-2.790406,1,968.775455
-2.581074,1,968.835858
-2.890007,1,968.886391
-2.729728,1,968.943739
-2.684838,1,969.005669
-2.751175,1,969.055266
-2.732808,1,969.107833
-2.716228,1,969.165226
-2.751138,1,969.224182
-2.902963,1,969.277766
-2.835577,1,969.356744
-2.843954,1,969.421956
-2.653869,1,969.474195
-2.901403,1,969.526229
-2.716991,1,969.586061
-2.812177,1,969.653168
-2.69917,1,969.709068
-2.728344,1,969.756595
-2.898436,1,969.812815
-2.700313,1,969.874886
-2.919248,1,969.931102
-2.704593,1,969.981148
-2.630986,1,970.03898
-2.858331,1,970.099046
-2.977018,1,970.156675
-2.824756,1,970.212577
-2.697364,1,970.271105
-2.757409,1,970.327485
-2.631698,1,970.381513
-2.926936,1,970.437236
-2.698317,1,970.494991
-2.932918,1,970.550541
-2.731781,1,970.602699
-2.804784,1,970.653741
-2.748264,1,970.718801
-2.725786,1,970.77361
-2.608094,1,970.830702
-2.775331,1,970.883132
-2.744118,1,970.942281
-2.77165,1,971.004045
-2.938268,1,971.060297
-2.738848,1,971.123457
-2.852077,1,971.18575
-2.742879,1,971.241834
-2.679059,1,971.304237
-2.777547,1,971.357599
-2.618968,1,971.420232
-2.81506,1,971.476515
-2.795921,1,971.535131
-2.661157,1,971.585991
-2.656632,1,971.643068
-2.694153,1,971.702777
-2.75459,1,971.756347
-2.752121,1,971.808554
-2.888948,1,971.861242
-2.819219,1,971.92542
-2.745717,1,971.977943
-2.672179,1,972.027514
-2.920948,1,972.089234
-2.733746,1,972.143976
-2.666434,1,972.2033
-2.778741,1,972.258995
-2.644657,1,972.31481
-2.638749,1,972.378249
-2.764897,1,972.43333
-2.963916,1,972.494824
-2.823446,1,972.557603
-2.720989,1,972.620684
-2.844698,1,972.677101
-2.617745,1,972.726912
-2.794741,1,972.789221
-2.756302,1,972.843957
-2.89459,1,972.902967
-2.872586,1,972.964147
-2.583112,1,973.023176
-2.74434,1,973.075954
-2.738555,1,973.136384
-2.880884,1,973.191576
-2.913743,1,973.254176
-2.859453,1,973.312657
-3.042078,1,973.364692
-2.7722,1,973.422886
-2.60148,1,973.481466
-2.882959,1,973.547153
-2.630916,1,973.601978
-2.80171,1,973.655606
-2.855204,1,973.724288
-2.673079,1,973.787645
-2.720415,1,973.843304
-2.773291,1,973.89434
-2.825224,1,973.950505
-2.826616,1,974.001141
-2.788716,1,974.071156
-2.730587,1,974.12985
-2.800606,1,974.188988
-2.898679,1,974.244074
-2.83911,1,974.294764
-2.783404,1,974.356513
-2.798336,1,974.422176
-2.865504,1,974.478543
-2.728193,1,974.529955
-2.771315,1,974.58809
-2.799731,1,974.644004
-2.747784,1,974.698619
-2.709203,1,974.76035
-2.730671,1,974.821779
-2.775356,1,974.889728
-2.767635,1,974.944724
-2.788549,1,975.005391
-2.772177,1,975.068243
-2.628534,1,975.121003
-2.711196,1,975.176627
-2.794668,1,975.227166
-2.902275,1,975.289173
-2.660821,1,975.343435
-2.666851,1,975.399841
-2.629904,1,975.459686
-2.676227,1,975.519937
-2.906859,1,975.5727
-2.668629,1,975.633351
-2.605888,1,975.686477
-2.788575,1,975.741231
-2.870524,1,975.805014
-2.671958,1,975.85606
-2.960578,1,975.907094
-2.773024,1,975.970612
-2.780815,1,976.027085
-2.682894,1,976.089505
-2.649047,1,976.143541
-2.80864,1,976.199939
-2.80865,1,976.260111
-2.842533,1,976.311573
-2.89933,1,976.369568
-2.758123,1,976.438431
-2.718601,1,976.500287
-2.840098,1,976.549624
-2.634295,1,976.60636
-2.816885,1,976.663865
-2.629413,1,976.725019
-2.86234,1,976.776386
-2.799771,1,976.840869
-2.621226,1,976.89489
-2.818216,1,976.946718
-2.742456,1,977.005003
-2.787417,1,977.055078
-2.78625,1,977.111591
-2.958879,1,977.174902
-2.945431,1,977.224044
-2.812285,1,977.276068
-2.848514,1,977.328434
-2.793625,1,977.392915
-2.716341,1,977.455414
-2.798223,1,977.512988
-2.822134,1,977.570466
-2.783143,1,977.634717
-2.855011,1,977.688468
-2.778125,1,977.737995
-2.796422,1,977.793237
-2.897702,1,977.86065
-2.777247,1,977.911545
-2.7978,1,977.971443
-2.727807,1,978.028977
-2.822275,1,978.090216
-2.682363,1,978.14325
-2.706104,1,978.194236
-2.695727,1,978.24678
-2.797832,1,978.314351
-2.932189,1,978.36498
-2.921142,1,978.414161
-2.550204,1,978.473734
-2.92176,1,978.531958
-2.816775,1,978.582619
-2.633292,1,978.640317
-2.935906,1,978.695444
-2.856376,1,978.762313
-2.844154,1,978.813637
-2.877977,1,978.865983
-2.749361,1,978.935591
-2.700892,1,978.990237
-2.819662,1,979.04495
-2.79912,1,979.102138
-2.780128,1,979.163568
-2.629132,1,979.221342
-2.625514,1,979.276242
-2.646789,1,979.32718
-2.728161,1,979.377048
-2.895188,1,979.44627
-2.809096,1,979.503912
-2.692118,1,979.559845
-2.672585,1,979.616121
-2.809594,1,979.666824
-2.815443,1,979.722558
-2.64969,1,979.776919
-2.879827,1,979.831401
-2.771754,1,979.893171
-2.688376,1,979.947594
-2.771616,1,980.008029
-2.706039,1,980.070882
-2.697113,1,980.13938
-2.771715,1,980.191292
-2.841154,1,980.250554
-2.717698,1,980.319684
-2.643934,1,980.377432
-2.858808,1,980.435544
-2.803671,1,980.492969
-2.7908,1,980.546332
-2.681572,1,980.606021
-2.807397,1,980.658804
-2.790329,1,980.714993
-2.653314,1,980.78437
-2.747041,1,980.842521
-2.845,1,980.896775
-2.773278,1,980.949833
-2.861971,1,981.004807
-2.639034,1,981.069553
-2.655727,1,981.135066
-2.699673,1,981.191546
-2.643917,1,981.245045
-2.724952,1,981.296651
-2.827951,1,981.357029
-2.790274,1,981.411818
-2.5153,1,981.470355
-2.704366,1,981.527516
-2.771041,1,981.578805
-2.677258,1,981.638873
-2.724911,1,981.695451
-2.804993,1,981.76116
-2.750027,1,981.843035
-2.762759,1,981.910995
-2.831913,1,981.963757
-2.785895,1,982.023756
-2.832909,1,982.086446
-2.669508,1,982.141737
-2.588367,1,982.194118
-2.703799,1,982.256809
-2.933039,1,982.317301
-2.83733,1,982.371779
-2.6477,1,982.428609
-2.75568,1,982.481447
-2.806423,1,982.537122
-2.758567,1,982.601396
-2.785959,1,982.654715
-2.869355,1,982.71253
-2.791694,1,982.775774
-2.740846,1,982.831358
-2.602603,1,982.88428
-2.941471,1,982.952244
-2.765058,1,983.023558
-2.672687,1,983.087382
-2.798631,1,983.144316
-2.77476,1,983.193258
-2.699898,1,983.249243
-2.756093,1,983.313798
-2.824707,1,983.372411
-2.701715,1,983.435455
-2.870082,1,983.493986
-2.691828,1,983.55029
-2.877048,1,983.60926
-2.604674,1,983.658819
-2.833154,1,983.714761
-2.84115,1,983.778628
-2.639516,1,983.839043
-2.993725,1,983.89607
-2.778865,1,983.955255
-2.600112,1,984.019343
-2.872881,1,984.07353
-2.753854,1,984.135225
-2.94191,1,984.193442
-2.927755,1,984.248547
-2.703822,1,984.301074
-2.674854,1,984.363398
-2.62066,1,984.440267
-2.807576,1,984.49103
-2.85932,1,984.543273
-2.816679,1,984.60257
-2.726699,1,984.661114
-3.037618,1,984.711133
-2.746453,1,984.767707
-2.705663,1,984.826549
-2.715206,1,984.888466
-2.874862,1,984.941767
-2.787919,1,984.993734
-2.792887,1,985.060793
-2.709318,1,985.120445
-2.862396,1,985.173628
-2.609254,1,985.235185
-2.783355,1,985.30138
-2.794446,1,985.35858
-2.98649,1,985.412805
-2.600107,1,985.464009
-2.834334,1,985.530154
-2.735071,1,985.594616
-2.739118,1,985.646398
-2.834779,1,985.713163
-2.874622,1,985.770466
-2.745707,1,985.823251
-2.815618,1,985.873658
-2.621158,1,985.93956
-2.774242,1,985.992171
-2.72077,1,986.05408
-2.685273,1,986.111409
-2.514882,1,986.180146
-2.830276,1,986.238983
-2.896095,1,986.292599
-2.72152,1,986.352451
-2.985469,1,986.407162
-2.766941,1,986.468389
-2.899013,1,986.521586
-2.948044,1,986.574546
-2.695941,1,986.64065
-2.739281,1,986.694941
-2.596842,1,986.744836
-2.82866,1,986.798333
-2.813898,1,986.860764
-2.765503,1,986.928108
-2.814357,1,986.984692
-2.83643,1,987.040465
-2.587329,1,987.103541
-2.585603,1,987.159803
-2.767731,1,987.22204
-2.72763,1,987.270582
-2.782453,1,987.333393
-2.720206,1,987.39712
-2.533788,1,987.454771
-2.737244,1,987.506381
-2.728849,1,987.571014
-2.529493,1,987.624239
-2.798347,1,987.682704
-2.861355,1,987.74032
-2.935246,1,987.804406
-2.789236,1,987.859102
-2.796774,1,987.909161
-2.750569,1,987.960402
-2.678198,1,988.028587
-2.769202,1,988.086832
-2.818877,1,988.145091
-2.758205,1,988.208769
-2.936521,1,988.270052
-2.799638,1,988.329693
-2.791845,1,988.388415
-2.933014,1,988.451044
-2.690111,1,988.5046
-2.748477,1,988.561747
-2.792754,1,988.618692
-2.776677,1,988.675218
-2.671264,1,988.736458
-2.716091,1,988.790737
-2.686807,1,988.847969
-2.728059,1,988.904721
-2.873765,1,988.955988
-2.874128,1,989.012069
-2.741317,1,989.063187
-2.781005,1,989.122207
-2.892249,1,989.184857
-2.849985,1,989.238764
-2.686476,1,989.290246
-2.796292,1,989.345748
-2.786768,1,989.411677
-2.839484,1,989.460928
-2.713137,1,989.519746
-3.004078,1,989.574054
-2.760822,1,989.632552
-2.791444,1,989.698762
-2.769547,1,989.747806
-2.606031,1,989.815565
-2.645345,1,989.873048
-2.495757,1,989.936396
-2.690727,1,989.984715
-2.697758,1,990.040924
-2.783024,1,990.095668
-2.7957,1,990.161074
-2.641257,1,990.209615
-2.609369,1,990.274973
-2.804372,1,990.326717
-2.809191,1,990.379741
-2.730339,1,990.44168
-2.780447,1,990.496684
-2.870482,1,990.552377
-3.064878,1,990.608608
-2.742219,1,990.664089
-2.602608,1,990.722711
-2.880947,1,990.781766
-2.697987,1,990.839487
-2.92556,1,990.896146
-2.764061,1,990.955949
-2.953759,1,991.011068
-2.727277,1,991.074545
-2.766658,1,991.124983
-2.661771,1,991.186637
-2.655454,1,991.247752
-2.786363,1,991.300395
-2.666752,1,991.352092
-2.882247,1,991.416929
-2.703567,1,991.474933
-2.813366,1,991.535605
-2.794125,1,991.594005
-2.77518,1,991.657401
-2.741194,1,991.712331
-2.657933,1,991.771398
-2.638628,1,991.824383
-2.774685,1,991.881831
-2.700593,1,991.932852
-2.959041,1,991.988786
-2.828265,1,992.039635
-2.827604,1,992.102948
-2.68306,1,992.16259
-2.786242,1,992.216138
-2.695865,1,992.272285
-2.923329,1,992.325915
-2.806312,1,992.383105
-2.731442,1,992.439792
-2.837906,1,992.492005
-2.652276,1,992.554571
-2.721661,1,992.611349
-2.786815,1,992.666772
-2.686051,1,992.718734
-2.688074,1,992.783105
-2.720613,1,992.841491
-2.770059,1,992.90382
-2.658575,1,992.953727
-2.822236,1,993.018612
-2.830976,1,993.078123
-2.762516,1,993.128409
-2.646622,1,993.201424
-2.648653,1,993.26009
-2.766884,1,993.332843
-2.562946,1,993.386968
-2.695027,1,993.446507
-2.732177,1,993.506322
-2.643386,1,993.56714
-3.038664,1,993.622258
-2.731681,1,993.690301
-2.676832,1,993.742958
-2.749423,1,993.793243
-2.68013,1,993.841315
-2.70649,1,993.905891
-2.830832,1,993.958348
-2.729238,1,994.009514
-2.743365,1,994.067176
-2.670022,1,994.127465
-2.71467,1,994.188562
-2.771772,1,994.256049
-2.687506,1,994.323708
-2.833282,1,994.381372
-2.646605,1,994.436859
-2.925708,1,994.486873
-2.636599,1,994.541923
-2.773542,1,994.603216
-2.875283,1,994.660278
-2.860791,1,994.712644
-2.886235,1,994.766287
-2.734656,1,994.830926
-2.670454,1,994.880972
-2.607178,1,994.938106
-2.653234,1,994.992009
-2.846961,1,995.057034
-2.731463,1,995.106479
-2.940398,1,995.158801
-2.651445,1,995.211066
-2.770722,1,995.267708
-2.721645,1,995.342312
-2.823908,1,995.40508
-2.700201,1,995.466102
-2.716364,1,995.528268
-2.600815,1,995.583167
-2.876393,1,995.631889
-2.896848,1,995.687298
-3.03546,1,995.752167
-2.711459,1,995.810846
-2.583018,1,995.861552
-2.830492,1,995.921529
-2.82116,1,995.986892
-2.872867,1,996.038325
-2.734891,1,996.090785
-2.830183,1,996.151984
-2.858235,1,996.209038
-2.76285,1,996.26155
-2.822669,1,996.320575
-2.821104,1,996.379373
-2.878409,1,996.436335
-2.691947,1,996.494654
-2.606433,1,996.551249
-2.821579,1,996.618742
-2.635298,1,996.684961
-2.738608,1,996.741298
-2.82582,1,996.800932
-2.592825,1,996.868959
-2.870481,1,996.926109
-2.828283,1,996.98556
-2.791959,1,997.03657
-2.780059,1,997.09362
-2.643587,1,997.156322
-2.84663,1,997.214838
-2.84684,1,997.263227
-2.774981,1,997.325446
-2.633454,1,997.384328
-2.676646,1,997.442101
-2.777576,1,997.493674
-2.810557,1,997.545978
-2.657775,1,997.600029
-2.768464,1,997.660271
-2.673999,1,997.712592
-2.842003,1,997.76647
-2.854078,1,997.833116
-2.674254,1,997.89494
-2.702194,1,997.945534
-2.886595,1,998.006734
-2.936942,1,998.073094
-2.794101,1,998.123875
-3.035176,1,998.176499
-2.89502,1,998.242585
-2.699811,1,998.298322
-2.743421,1,998.361424
-2.7364,1,998.41637
-2.908609,1,998.483223
-2.89367,1,998.542876
-2.709374,1,998.601203
-2.629281,1,998.652971
-2.85448,1,998.712243
-2.6629,1,998.77094
-2.838498,1,998.829331
-2.886243,1,998.883795
-2.746245,1,998.940175
-2.752526,1,999.005011
-2.712848,1,999.055592
-2.766236,1,999.115279
-2.915233,1,999.174086
-2.828535,1,999.24496
-2.788101,1,999.295798
-2.853154,1,999.346928
-2.800103,1,999.408391
-2.890586,1,999.463189
-2.71713,1,999.515204
-2.860374,1,999.572499
-2.915018,1,999.630081
-2.746062,1,999.690727
-2.826388,1,999.756243
-2.666206,1,999.81008
-2.662472,1,999.877576
-2.82512,1,999.938063
-2.599,1,999.988364
-2.871549,1,1000.038105
-2.837172,1,1000.091562
-2.810617,1,1000.157706
-2.729993,1,1000.211627
-2.784541,1,1000.26308
-2.823368,1,1000.323085
-2.686367,1,1000.389632
-2.801967,1,1000.445513
-2.830592,1,1000.503272
-2.863511,1,1000.559068
-2.816592,1,1000.618043
-2.796652,1,1000.670168
-2.814526,1,1000.722386
-2.716518,1,1000.785072
-2.729691,1,1000.84388
-2.902217,1,1000.908923
-2.700733,1,1000.963426
-2.817558,1,1001.032525
-2.746962,1,1001.09272
-2.837548,1,1001.155473
-2.606948,1,1001.207632
-2.719667,1,1001.2606
-2.739432,1,1001.314698
-2.720452,1,1001.373131
-2.740321,1,1001.430159
-2.709833,1,1001.494192
-2.678447,1,1001.550742
-2.835522,1,1001.610041
-2.762623,1,1001.669801
-2.685972,1,1001.725791
-2.887346,1,1001.787199
-2.862986,1,1001.840451
-2.723866,1,1001.89301
-2.793303,1,1001.959991
-2.836179,1,1002.012953
-2.876152,1,1002.065866
-2.913272,1,1002.127053
-2.730444,1,1002.193974
-2.813661,1,1002.247924
-2.805798,1,1002.300568
-2.781532,1,1002.362726
-2.731169,1,1002.427269
-2.742525,1,1002.480825
-2.72913,1,1002.538969
-2.619604,1,1002.596864
-2.760904,1,1002.65407
-2.823189,1,1002.709296
-2.92132,1,1002.765718
-2.834841,1,1002.823631
-2.697606,1,1002.885159
-2.620854,1,1002.938628
-2.631097,1,1003.000837
-2.903067,1,1003.055241
-2.823292,1,1003.112509
-2.826927,1,1003.171319
-2.753813,1,1003.236238
-2.713548,1,1003.294345
-2.771406,1,1003.349494
-2.854835,1,1003.424654
-2.926014,1,1003.506537
-2.685766,1,1003.5768
-2.730828,1,1003.635874
-2.76676,1,1003.695374
-2.790659,1,1003.760496
-2.624068,1,1003.812991
-2.643353,1,1003.870458
-2.632889,1,1003.922753
-2.920719,1,1003.978775
-2.808853,1,1004.038021
-2.718197,1,1004.092402
-2.763156,1,1004.147223
-2.693408,1,1004.211035
-2.686206,1,1004.267828
-2.813999,1,1004.324841
-2.673195,1,1004.387626
-2.932564,1,1004.450734
-2.792815,1,1004.50251
-2.773058,1,1004.551812
-2.665349,1,1004.606479
-2.793409,1,1004.670697
-2.725516,1,1004.72345
-2.65598,1,1004.780255
-2.720338,1,1004.849817
-2.802221,1,1004.910372
-2.752456,1,1004.966808
-2.782615,1,1005.0201
-2.947673,1,1005.090312
-2.533086,1,1005.159834
-2.655331,1,1005.212984
-2.771507,1,1005.277
-2.889579,1,1005.339196
-2.755817,1,1005.393437
-2.87244,1,1005.452418
-2.794466,1,1005.514752
-2.672198,1,1005.582582
-2.945173,1,1005.637143
-2.752679,1,1005.68968
-2.783976,1,1005.752372
-2.721389,1,1005.814139
-2.801041,1,1005.869762
-2.756317,1,1005.923056
-2.603846,1,1005.979645
-2.741937,1,1006.051211
-2.781919,1,1006.110999
-2.851129,1,1006.17059
-2.952001,1,1006.227159
-2.760172,1,1006.28852
-2.8746,1,1006.339335
-2.672544,1,1006.392541
-2.775244,1,1006.456608
-2.66583,1,1006.512154
-2.7492,1,1006.586967
-2.830361,1,1006.646997
-2.65737,1,1006.719365
-2.734307,1,1006.781865
-2.792488,1,1006.83586
-2.894545,1,1006.893954
-2.735728,1,1006.949961
-2.700516,1,1007.00893
-2.864543,1,1007.079018
