final_step,final_profit_percent,max_drawdown_percent,total_trades,final_win_rate_percent,best_return_percent,worst_drawdown_percent
10000,12.189356286895327,42.27613540078892,1618,94.93201483312733,94.28197053079734,42.27613540078892
