step,portfolio_value,total_return,max_drawdown,total_trades,win_rate,current_price,profit_percent,drawdown_percent,win_rate_percent
1,10000.0,0.0,0.0,0,0.0,9310.0,0.0,0.0,0.0
2,10000.0,0.0,0.0,0,0.0,9002.2,0.0,0.0,0.0
3,10000.0,0.0,0.0,0,0.0,8400.0,0.0,0.0,0.0
4,10000.0,0.0,0.0,0,0.0,8465.94,0.0,0.0,0.0
5,10000.0,0.0,0.0,0,0.0,8679.71,0.0,0.0,0.0
6,10000.0,0.0,0.0,0,0.0,8663.34,0.0,0.0,0.0
7,10000.0,0.0,0.0,0,0.0,8462.0,0.0,0.0,0.0
8,10000.0,0.0,0.0,0,0.0,8330.0,0.0,0.0,0.0
9,10000.0,0.0,0.0,0,0.0,8041.46,0.0,0.0,0.0
10,10000.0,0.0,0.0,0,0.0,8239.81,0.0,0.0,0.0
11,10000.0,0.0,0.0,0,0.0,8233.49,0.0,0.0,0.0
12,10000.0,0.0,0.0,0,0.0,8526.98,0.0,0.0,0.0
13,10000.0,0.0,0.0,0,0.0,8381.24,0.0,0.0,0.0
14,10000.0,0.0,0.0,0,0.0,7977.11,0.0,0.0,0.0
15,10000.0,0.0,0.0,0,0.0,7501.95,0.0,0.0,0.0
16,10000.0,0.0,0.0,0,0.0,7575.01,0.0,0.0,0.0
17,10000.0,0.0,0.0,0,0.0,7457.0,0.0,0.0,0.0
18,10000.0,0.0,0.0,0,0.0,7333.96,0.0,0.0,0.0
19,10000.0,0.0,0.0,0,0.0,7338.99,0.0,0.0,0.0
20,9999.452065738851,-5.479342611488391e-05,5.479342611488391e-05,0,0.0,7099.0,-0.005479342611488391,0.005479342611488391,0.0
21,10000.24060884035,2.4060884034952325e-05,5.479342611488391e-05,0,0.0,7461.29,0.0024060884034952327,0.005479342611488391,0.0
22,10000.054883639956,5.488363995573309e-06,5.479342611488391e-05,0,0.0,7375.96,0.0005488363995573309,0.005479342611488391,0.0
23,10000.29223665886,2.922366588591103e-05,5.479342611488391e-05,0,0.0,7485.01,0.002922366588591103,0.005479342611488391,0.0
24,10000.370592538553,3.7059253855295534e-05,5.479342611488391e-05,0,0.0,7521.01,0.0037059253855295533,0.005479342611488391,0.0
25,10000.629645783027,6.296457830267173e-05,5.479342611488391e-05,0,0.0,7640.03,0.006296457830267173,0.005479342611488391,0.0
26,10000.791211253849,7.912112538488145e-05,5.479342611488391e-05,0,0.0,7714.26,0.007912112538488145,0.005479342611488391,0.0
27,10000.296567997764,2.9656799776421395e-05,5.479342611488391e-05,0,0.0,7487.0,0.0029656799776421397,0.005479342611488391,0.0
28,10000.596932203254,5.96932203254255e-05,5.479342611488391e-05,0,0.0,7625.0,0.00596932203254255,0.005479342611488391,0.0
29,10000.670586730166,6.705867301661783e-05,5.479342611488391e-05,0,0.0,7658.84,0.006705867301661782,0.005479342611488391,0.0
30,10000.740758773536,7.407587735360722e-05,5.479342611488391e-05,0,0.0,7691.08,0.007407587735360721,0.005479342611488391,0.0
31,10000.550005737527,5.5000573752658965e-05,5.479342611488391e-05,0,0.0,7603.44,0.0055000573752658965,0.005479342611488391,0.0
32,10000.306863089736,3.068630897359981e-05,5.479342611488391e-05,0,0.0,7491.73,0.0030686308973599807,0.005479342611488391,0.0
33,9997.29016228039,-0.0002709837719610732,0.00035007719884401056,0,0.0,6764.99,-0.02709837719610732,0.03500771988440106,0.0
34,9997.730929484236,-0.0002269070515763815,0.00035007719884401056,0,0.0,6872.0,-0.02269070515763815,0.03500771988440106,0.0
35,9996.322253811722,-0.0003677746188277524,0.0004468603881158362,0,0.0,6530.0,-0.03677746188277524,0.044686038811583624,0.0
36,9995.345160118643,-0.0004654839881357475,0.0005445620271601982,0,0.0,6292.78,-0.04654839881357475,0.05445620271601982,0.0
37,9996.758778512813,-0.00032412214871874314,0.0005445620271601982,0,0.0,6635.98,-0.03241221487187432,0.05445620271601982,0.0
38,9995.741072123443,-0.0004258927876557209,0.0005445620271601982,0,0.0,6388.9,-0.04258927876557209,0.05445620271601982,0.0
39,9996.132700436141,-0.0003867299563858978,0.0005445620271601982,0,0.0,6483.98,-0.03867299563858978,0.05445620271601982,0.0
40,9995.991132649988,-0.0004008867350012224,0.0005445620271601982,0,0.0,6449.61,-0.04008867350012224,0.05445620271601982,0.0
41,9997.073794639813,-0.0002926205360186941,0.0005445620271601982,0,0.0,6712.46,-0.02926205360186941,0.05445620271601982,0.0
42,9997.192214012868,-0.00028077859871318653,0.0005445620271601982,0,0.0,6741.21,-0.028077859871318653,0.05445620271601982,0.0
43,9997.275828387581,-0.00027241716124190135,0.0005445620271601982,0,0.0,6761.51,-0.027241716124190133,0.05445620271601982,0.0
44,9997.100073443295,-0.00028999265567053955,0.0005445620271601982,0,0.0,6718.84,-0.028999265567053956,0.05445620271601982,0.0
45,9994.324570474973,-0.000567542952502663,0.0006466129171458514,0,0.0,6045.0,-0.0567542952502663,0.06466129171458514,0.0
46,9994.959140007903,-0.0005040859992097467,0.0006466129171458514,0,0.0,6149.98,-0.05040859992097467,0.06466129171458514,0.0
47,9994.877953538029,-0.0005122046461970967,0.0006466129171458514,0,0.0,6136.97,-0.05122046461970967,0.06466129171458514,0.0
48,9995.595776722466,-0.0004404223277533674,0.0006466129171458514,0,0.0,6252.0,-0.04404223277533674,0.06466129171458514,0.0
49,9994.464907232039,-0.0005535092767961032,0.0006466129171458514,0,0.0,6070.78,-0.05535092767961032,0.06466129171458514,0.0
50,9994.956907849539,-0.0005043092150461235,0.0006466129171458514,0,0.0,6133.73,-0.05043092150461235,0.06466129171458514,0.0
51,9992.689948430374,-0.0007310051569626012,0.0008100621893154322,0,0.0,5853.98,-0.07310051569626012,0.08100621893154322,0.0
52,9995.47707272931,-0.00045229272706892517,0.0008100621893154322,0,0.0,6197.92,-0.04522927270689252,0.08100621893154322,0.0
53,9997.03416389068,-0.0002965836109320662,0.0008100621893154322,0,0.0,6390.07,-0.029658361093206624,0.08100621893154322,0.0
54,9996.764640851246,-0.00032353591487535593,0.0008100621893154322,0,0.0,6356.81,-0.032353591487535596,0.08100621893154322,0.0
55,9998.859238422885,-0.00011407615771149722,0.0008100621893154322,0,0.0,6615.29,-0.011407615771149722,0.08100621893154322,0.0
56,9998.037298498359,-0.0001962701501641277,0.0008100621893154322,0,0.0,6513.86,-0.01962701501641277,0.08100621893154322,0.0
57,9998.629827802128,-0.00013701721978723073,0.0008100621893154322,0,0.0,6586.98,-0.013701721978723073,0.08100621893154322,0.0
58,9998.161606478663,-0.00018383935213369114,0.0008100621893154322,0,0.0,6529.2,-0.018383935213369115,0.08100621893154322,0.0
59,9998.81458803361,-0.0001185411966389438,0.0008100621893154322,0,0.0,6609.78,-0.01185411966389438,0.08100621893154322,0.0
60,10000.007426019316,7.426019315971644e-07,0.0008100621893154322,0,0.0,6756.98,7.426019315971644e-05,0.08100621893154322,0.0
61,9999.643740089978,-3.5625991002234516e-05,0.0008100621893154322,0,0.0,6712.1,-0.0035625991002234516,0.08100621893154322,0.0
62,9999.238726214126,-7.612737858744367e-05,0.0008100621893154322,0,0.0,6662.12,-0.007612737858744367,0.08100621893154322,0.0
63,9996.27924006766,-0.0003720759932339206,0.0008100621893154322,0,0.0,6296.91,-0.03720759932339206,0.08100621893154322,0.0
64,9996.936921663584,-0.0003063078336415856,0.0008100621893154322,0,0.0,6378.07,-0.03063078336415856,0.08100621893154322,0.0
65,9995.903723000692,-0.000409627699930752,0.0008100621893154322,0,0.0,6250.57,-0.0409627699930752,0.08100621893154322,0.0
66,9995.611996319407,-0.0004388003680593101,0.0008100621893154322,0,0.0,6214.57,-0.043880036805931014,0.08100621893154322,0.0
67,9995.915229997567,-0.0004084770002433288,0.0008100621893154322,0,0.0,6251.99,-0.040847700024332884,0.08100621893154322,0.0
68,9996.733847479332,-0.0003266152520667674,0.0008100621893154322,0,0.0,6353.01,-0.03266152520667674,0.08100621893154322,0.0
69,9999.73490467788,-2.650953221200325e-05,0.0008100621893154322,0,0.0,6723.35,-0.002650953221200325,0.08100621893154322,0.0
70,10004.549124235815,0.00045491242358148155,0.0008100621893154322,0,0.0,7317.44,0.04549124235814815,0.08100621893154322,0.0
71,10005.071477065696,0.0005071477065695945,0.0008100621893154322,0,0.0,7381.9,0.05071477065695945,0.08100621893154322,0.0
72,10005.754684746233,0.000575468474623267,0.0008100621893154322,0,0.0,7466.21,0.0575468474623267,0.08100621893154322,0.0
73,10004.71192393101,0.000471192393101046,0.0008100621893154322,0,0.0,7337.53,0.0471192393101046,0.08100621893154322,0.0
74,10005.208264465144,0.0005208264465143657,0.0008100621893154322,0,0.0,7398.78,0.05208264465143657,0.08100621893154322,0.0
75,10005.175931424636,0.0005175931424635565,0.0008100621893154322,0,0.0,7394.79,0.051759314246355645,0.08100621893154322,0.0
76,10007.819461368228,0.0007819461368228076,0.0008100621893154322,0,0.0,7721.01,0.07819461368228076,0.08100621893154322,0.0
77,10013.299303970633,0.0013299303970632536,0.0008100621893154322,0,0.0,8397.24,0.13299303970632537,0.08100621893154322,0.0
78,10011.503564176934,0.001150356417693365,0.0008100621893154322,0,0.0,8175.64,0.1150356417693365,0.08100621893154322,0.0
79,10009.431980599042,0.0009431980599041708,0.0008100621893154322,0,0.0,7920.0,0.09431980599041709,0.08100621893154322,0.0
80,10011.608342676629,0.0011608342676629037,0.0008100621893154322,0,0.0,8188.57,0.11608342676629037,0.08100621893154322,0.0
81,10011.90387801181,0.0011903878011809866,0.0008100621893154322,0,0.0,8225.04,0.11903878011809865,0.08100621893154322,0.0
82,10011.790104606109,0.0011790104606108798,0.0008100621893154322,0,0.0,8211.0,0.11790104606108798,0.08100621893154322,0.0
83,10011.489626124383,0.0011489626124382994,0.0008100621893154322,0,0.0,8173.92,0.11489626124382994,0.08100621893154322,0.0
