timestamp,open,high,low,close,volume
2023-06-28T00:00:00,30696.6,30696.6,29878.2,30080.3,326.87711782
2023-06-29T00:00:00,30095.1,30817.2,30056.6,30448.9,463.31466547
2023-06-30T00:00:00,30453.0,31256.3,29484.5,30479.0,584.8242345
2023-07-01T00:00:00,30474.1,30635.5,30340.5,30585.2,101.77669347
2023-07-02T00:00:00,30589.4,30763.9,30201.9,30635.3,153.15053027
2023-07-03T00:00:00,30614.9,31367.7,30584.6,31160.7,299.0097704
2023-07-04T00:00:00,31161.8,31314.0,30656.3,30773.5,297.04347837
2023-07-05T00:00:00,30772.6,30871.3,30229.8,30517.0,472.70635823
2023-07-06T00:00:00,30502.7,31571.5,29885.9,29900.5,457.44594021
2023-07-07T00:00:00,29900.5,30443.8,29712.0,30333.7,232.81326915
2023-07-08T00:00:00,30339.9,30361.1,30041.8,30270.4,51.24720398
2023-07-09T00:00:00,30270.3,30409.0,30090.0,30168.3,97.47007014
2023-07-10T00:00:00,30168.3,31013.0,29976.0,30400.0,385.48995703
2023-07-11T00:00:00,30400.0,30787.8,30332.9,30623.2,205.70248899
2023-07-12T00:00:00,30623.3,30963.4,30235.0,30384.9,278.26654434
2023-07-13T00:00:00,30375.7,31781.3,30267.2,31459.1,856.82813259
2023-07-14T00:00:00,31459.8,31604.1,29929.5,30316.4,466.38689264
2023-07-15T00:00:00,30306.5,30371.4,30212.0,30275.8,88.30728409
2023-07-16T00:00:00,30286.6,30428.6,30092.1,30238.5,86.52407522
2023-07-17T00:00:00,30224.0,30325.4,29666.0,30138.8,286.95014263
2023-07-18T00:00:00,30142.8,30222.0,29532.2,29840.4,265.77501421
2023-07-19T00:00:00,29853.0,30179.4,29789.5,29915.1,247.84110841
2023-07-20T00:00:00,29915.0,30393.0,29591.7,29801.3,244.27092118
2023-07-21T00:00:00,29808.7,30036.4,29745.7,29910.1,136.15273236
2023-07-22T00:00:00,29910.1,29980.9,29644.9,29750.0,80.29921586
2023-07-23T00:00:00,29767.2,30330.0,29742.3,30079.1,118.00062835
2023-07-24T00:00:00,30079.1,30086.4,28890.1,29179.9,377.18710542
2023-07-25T00:00:00,29174.1,29350.9,29060.2,29229.9,174.54769682
2023-07-26T00:00:00,29225.4,29656.3,29112.2,29336.1,210.0544544
2023-07-27T00:00:00,29336.1,29559.2,29100.0,29222.1,164.57470198
2023-07-28T00:00:00,29216.6,29530.2,29129.9,29319.9,127.53545311
2023-07-29T00:00:00,29319.9,29393.2,29258.7,29358.9,233.87217782
2023-07-30T00:00:00,29354.8,29435.0,29064.7,29281.1,79.65341394
2023-07-31T00:00:00,29282.0,29503.5,29140.0,29232.1,280.60602146
2023-08-01T00:00:00,29229.9,29726.3,28723.0,29726.3,404.12984291
2023-08-02T00:00:00,29719.1,30032.9,28938.5,29164.5,346.82289503
2023-08-03T00:00:00,29180.4,29424.2,28978.5,29194.5,163.80723493
2023-08-04T00:00:00,29192.2,29326.0,28825.0,29115.6,204.27755062
2023-08-05T00:00:00,29113.1,29143.7,28990.0,29070.3,134.23463191
2023-08-06T00:00:00,29069.9,29203.9,29003.1,29087.7,101.49991468
2023-08-07T00:00:00,29091.4,29277.5,28714.1,29208.0,655.35071917
2023-08-08T00:00:00,29214.1,30216.9,29152.0,29779.8,403.42603005
2023-08-09T00:00:00,29772.2,30131.8,29384.1,29583.7,336.83696509
2023-08-10T00:00:00,29579.2,29725.8,29343.9,29460.0,286.6774204
2023-08-11T00:00:00,29459.1,29557.8,29260.7,29429.4,148.32596918
2023-08-12T00:00:00,29427.7,29476.9,29381.7,29433.2,76.9410616
2023-08-13T00:00:00,29430.2,29463.6,29276.0,29303.5,54.03895491
2023-08-14T00:00:00,29291.7,29693.9,29115.8,29433.9,278.92689502
2023-08-15T00:00:00,29434.5,29492.6,29100.0,29200.5,208.83405155
2023-08-16T00:00:00,29200.5,29255.8,28732.8,28736.0,363.22987066
2023-08-17T00:00:00,28732.8,28782.9,25553.7,26637.9,979.51112076
2023-08-18T00:00:00,26632.9,26820.1,25635.7,26061.8,603.20973985
2023-08-19T00:00:00,26072.8,26268.6,25808.3,26091.1,139.92215977
2023-08-20T00:00:00,26088.3,29367.8,25974.7,26182.0,266.29020276
2023-08-21T00:00:00,26190.5,26248.2,25825.3,26128.6,275.23838873
2023-08-22T00:00:00,26133.4,26137.3,25350.0,26049.7,447.60459965
2023-08-23T00:00:00,26053.7,26800.0,25818.3,26437.3,284.67805159
2023-08-24T00:00:00,26437.9,26570.2,25825.9,26172.5,341.08763128
2023-08-25T00:00:00,26183.2,26295.8,25786.8,26063.0,279.19665463
2023-08-26T00:00:00,26063.0,26122.7,26000.0,26016.9,146.14867905
2023-08-27T00:00:00,26014.4,26180.5,25971.9,26099.9,76.47804328
2023-08-28T00:00:00,26097.4,26250.6,25872.9,26125.0,269.80233858
2023-08-29T00:00:00,26125.1,28146.1,25928.0,27717.4,754.43484383
2023-08-30T00:00:00,27721.0,27759.6,27028.5,27299.8,326.30956113
2023-08-31T00:00:00,27300.5,27538.9,25676.5,25939.3,459.52667648
2023-09-01T00:00:00,25932.7,26138.4,25337.9,25811.5,460.43206047
2023-09-02T00:00:00,25811.1,25989.5,25753.0,25860.9,242.62468252
2023-09-03T00:00:00,25872.1,26130.0,25811.0,25976.7,109.14386159
2023-09-04T00:00:00,25973.0,26093.3,25644.1,25815.2,284.56078503
2023-09-05T00:00:00,25830.6,25894.3,25584.5,25787.1,166.19134981
2023-09-06T00:00:00,25787.1,26032.7,25400.5,25763.7,415.58345309
2023-09-07T00:00:00,25765.0,26430.5,25634.5,26252.3,299.14607492
2023-09-08T00:00:00,26259.5,26438.8,25641.5,25914.9,294.70139683
2023-09-09T00:00:00,25915.2,25935.0,25804.6,25905.0,49.32448578
2023-09-10T00:00:00,25905.2,26017.5,25589.1,25844.1,124.66855723
2023-09-11T00:00:00,25846.0,25896.6,24917.4,25167.7,638.70652576
2023-09-12T00:00:00,25163.8,26520.0,25136.1,25829.6,669.53467743
2023-09-13T00:00:00,25840.1,26400.0,25771.6,26216.8,285.32588733
2023-09-14T00:00:00,26226.8,26848.3,26131.2,26533.5,397.75772274
2023-09-15T00:00:00,26527.4,26876.7,26232.7,26601.3,221.81679486
2023-09-16T00:00:00,26608.2,26761.0,26459.8,26568.6,76.80841648
2023-09-17T00:00:00,26557.2,26616.1,26409.8,26531.1,89.66740451
2023-09-18T00:00:00,26523.8,27407.6,26393.8,26749.9,567.76071577
2023-09-19T00:00:00,26764.5,27476.3,26670.2,27206.5,786.86565137
2023-09-20T00:00:00,27203.6,27377.6,26808.6,27131.4,410.17341137
2023-09-21T00:00:00,27126.8,27146.6,26382.9,26566.4,387.28007246
2023-09-22T00:00:00,26588.8,26736.4,26482.3,26574.5,145.2999211
2023-09-23T00:00:00,26597.2,26635.5,26519.6,26570.5,55.38498105
2023-09-24T00:00:00,26576.1,26729.2,26144.6,26250.9,83.42316539
2023-09-25T00:00:00,26249.4,26434.7,26006.9,26313.7,395.25344095
2023-09-26T00:00:00,26305.3,26396.4,26101.2,26220.4,209.80509615
2023-09-27T00:00:00,26230.3,26843.4,26055.6,26373.0,397.35693661
2023-09-28T00:00:00,26375.2,27290.5,26346.9,27022.7,445.28678982
2023-09-29T00:00:00,27039.8,27235.3,26680.6,26912.5,299.20191054
2023-09-30T00:00:00,26910.0,27088.2,26896.5,26963.6,165.86529551
2023-10-01T00:00:00,26963.6,28064.6,26958.7,27993.2,340.64468175
2023-10-02T00:00:00,27994.7,28591.6,27297.7,27501.2,803.19464164
2023-10-03T00:00:00,27495.2,27669.6,27172.0,27429.2,510.0493816
2023-10-04T00:00:00,27420.1,27830.2,27217.3,27792.3,302.84702179
2023-10-05T00:00:00,27787.9,28112.3,27366.3,27413.6,453.4756773
2023-10-06T00:00:00,27420.6,28256.3,27184.5,27932.1,414.35013247
2023-10-07T00:00:00,27936.8,28023.9,27854.4,27952.8,168.15617579
2023-10-08T00:00:00,27960.4,28083.3,27706.5,27917.2,185.1414028
2023-10-09T00:00:00,27917.9,27981.2,27270.3,27577.7,441.8177384
2023-10-10T00:00:00,27586.3,27724.3,27302.7,27390.9,296.77084697
2023-10-11T00:00:00,27394.1,27469.2,26541.2,26880.5,425.85790614
2023-10-12T00:00:00,26871.5,26930.6,26559.9,26761.5,345.48358558
2023-10-13T00:00:00,26752.8,27118.5,26691.7,26870.4,452.10208884
2023-10-14T00:00:00,26872.1,26987.5,26809.4,26861.5,334.97380383
2023-10-15T00:00:00,26852.2,27288.2,26816.0,27157.6,336.18387511
2023-10-16T00:00:00,27158.8,29999.0,27126.8,28504.9,1221.69604585
2023-10-17T00:00:00,28517.0,28615.4,28082.2,28397.1,332.2601777
2023-10-18T00:00:00,28400.0,28970.9,28138.9,28321.2,487.77583761
2023-10-19T00:00:00,28319.8,28895.0,28137.1,28721.1,604.40711184
2023-10-20T00:00:00,28731.7,30254.7,28589.2,29674.4,617.92874855
2023-10-21T00:00:00,29670.4,30351.4,29467.1,29895.9,361.41845052
