train_accuracy,val_accuracy,val_precision,val_recall,val_f1,test_accuracy,test_precision,test_recall,test_f1,test_confusion_matrix,test_true_negatives,test_false_positives,test_false_negatives,test_true_positives,test_specificity,test_sensitivity,experiment_name,model_type,target_type,trained_at,trading_total_return_pct,trading_max_drawdown_pct,trading_total_trades,trading_win_rate,trading_sharpe_ratio,trading_final_balance,trading_initial_balance
0.9945130315500685,0.6369426751592356,0.5757127691841067,0.6369426751592356,0.599428141019547,0.643312101910828,0.5841674249317562,0.643312101910828,0.605357507303061,"[[95, 18], [38, 6]]",95,18,38,6,0.8407079646017699,0.13636363636363635,attempt_32_xgboost_2019_2021,xgboost,direction,2025-07-12T18:48:54.942763,-4.7211123217889694,4.861122213630442,19,0.643312101910828,0,9527.888767821103,10000.0
