train_accuracy,val_accuracy,val_precision,val_recall,val_f1,test_accuracy,test_precision,test_recall,test_f1,test_confusion_matrix,test_true_negatives,test_false_positives,test_false_negatives,test_true_positives,test_specificity,test_sensitivity,experiment_name,model_type,target_type,trained_at,trading_total_return_pct,trading_max_drawdown_pct,trading_total_trades,trading_win_rate,trading_sharpe_ratio,trading_final_balance,trading_initial_balance
1.0,0.38571428571428573,0.38406219630709426,0.38571428571428573,0.3616775774967865,0.5285714285714286,0.5892316017316017,0.5285714285714286,0.5156462585034013,"[[15, 26], [7, 22]]",15,26,7,22,0.36585365853658536,0.7586206896551724,extended_5_random_forest_2020_2021,random_forest,direction,2025-07-12T19:42:31.499084,-0.8624033162650813,1.7508561778000187,13,0.5285714285714286,0,9913.759668373492,10000.0
