step,timestamp,size,price,fee,slippage,impact,position,balance,portfolio_value
6317,2018-09-23 14:00:00,-0.773,6702.833926122098,3.8859679686692865,-0.3144209800661349,7.138347102163189,-0.6509999999999999,17629.700087429635,13269.46771503717
6318,2018-09-23 15:00:00,1.999,6666.242291247847,9.994363755153335,0.719434555241255,-20.417143307394184,1.3480000000000003,4293.1962492485745,13277.153147429635
6319,2018-09-23 16:00:00,-1.528,6712.320049403363,7.692318776616254,-0.5442401628435817,19.584289566205854,-0.17999999999999972,14541.416144708523,13315.737689248575
6320,2018-09-23 17:00:00,0.63,6679.131053347572,3.1558894227067276,0.2257343115793325,-9.684680964007308,0.4500000000000003,10330.070032589625,13337.469944708524
6321,2018-09-23 18:00:00,-1.795,6746.663446897017,9.082695665385108,-0.6283191635474459,39.89176606056441,-1.3449999999999998,22430.642711060027,13348.400032589627
6322,2018-09-23 19:00:00,2.477,6610.796994518212,12.281208116566209,0.889514711181113,-83.39252019296869,1.1320000000000001,6042.547216247298,13428.154211060028
6323,2018-09-23 20:00:00,-2.183,6805.600700898975,11.142469747546846,-0.7808055373246017,121.60150643630001,-1.0509999999999997,20887.28824524571,13609.718176247297
6324,2018-09-23 21:00:00,1.687,6578.379661981658,8.323294867322293,0.6051559668114076,-111.24549398515384,0.6360000000000003,9780.64344780671,13857.12822524571
6325,2018-09-23 22:00:00,-1.049,6778.894872561847,5.333295540988032,-0.3612933840767069,61.03616594592336,-0.4129999999999996,16886.01532054703,14053.431367806712
6326,2018-09-23 23:00:00,-0.117,6713.858275450721,0.5891410636708008,-0.043002262260040384,5.901277712980822,-0.5299999999999996,17670.892508831963,14115.611320547034
6327,2018-09-24 00:00:00,2.22,6607.29918033955,11.001153135265351,0.811706568845828,-89.1125262292966,1.6900000000000006,2990.9335101795386,14122.224508831965
6328,2018-09-24 01:00:00,0.164,6713.08858377962,0.8257098958048934,0.05928292484022101,-5.970699145219642,1.8540000000000005,1889.1062252174888,14346.043510179543
6329,2018-09-24 02:00:00,-0.759,6742.8017897473965,3.8383399188137055,-0.28677183767956393,36.41856158507525,1.0950000000000006,7002.798554389028,14323.272405217493
6330,2018-09-24 03:00:00,-1.182,6784.313958103691,6.0142943238589215,-0.43732657173003275,65.09128467542213,-0.0869999999999993,15015.442405588808,14360.826254389032
6331,2018-09-24 04:00:00,-1.0150000000000001,6774.357858658357,5.156979919903676,-0.37424648853659376,69.56210514689374,-1.1019999999999994,21885.91152392372,14432.092615588814
6332,2018-09-24 05:00:00,0.625,6667.3455910563525,3.1253182458076654,0.23041191027319086,-20.644820853920724,-0.4769999999999994,17715.44479101295,14516.000003923726
6333,2018-09-24 06:00:00,-1.172,6666.624644493357,5.85996306250966,-0.37303680887598084,24.207681302233404,-1.6489999999999994,25522.46016141423,14546.833961012953
6334,2018-09-24 07:00:00,-0.516,6696.027310112133,2.5913625690133952,-0.18927636009247187,18.29658647222537,-2.164999999999999,28974.783280104595,14510.570081414235
6335,2018-09-24 08:00:00,2.939,6542.585541686715,14.421494180262941,1.1783578734053928,-91.86281618669052,0.7740000000000009,9730.65947661498,14613.7537301046
6336,2018-09-24 09:00:00,0.193,6597.74994421617,0.9550243044252907,0.08434139147839069,-5.484397175308228,0.967000000000001,8456.27504478987,14841.497576614984
6337,2018-09-24 10:00:00,-1.466,6874.872249897291,7.558922038762072,-0.6612559213889406,257.7935058186805,-0.498999999999999,18526.774912964618,14855.629624789877
6338,2018-09-24 11:00:00,1.941,6493.779223418593,9.453319104491616,0.840060452553341,-84.04083703396002,1.442000000000001,5912.247167550753,15244.861892964625
6339,2018-09-24 12:00:00,0.546,6587.425476160425,2.6975507324876946,0.25364829554111007,-42.78817213511622,1.988000000000001,2312.6354701191735,15472.64948755076
6340,2018-09-24 13:00:00,-3.61,12815.90338427449,34.699058412923186,-1.9091281771141437,6189.822512451605,-1.6219999999999988,48541.0343583763,15489.079590119181
6341,2018-09-24 14:00:00,4.916,5808.468984150438,21.415825144562668,2.594572950625993,-809.145588800188,3.2940000000000014,19963.696043677133,37811.47191837631
6342,2018-09-24 15:00:00,2.5580000000000003,10613.199572841379,20.361423380496188,1.326982769097542,4006.8525900722802,5.852000000000002,-7206.58731525698,41720.631923677145
6343,2018-09-24 16:00:00,-9.634,1452.3371137705499,10.493861815549108,-4.991592667628425,-5155.631293561822,-3.7819999999999983,6774.034986205244,31492.45460474303
