train_accuracy,val_accuracy,val_precision,val_recall,val_f1,test_accuracy,test_precision,test_recall,test_f1,test_confusion_matrix,test_true_negatives,test_false_positives,test_false_negatives,test_true_positives,test_specificity,test_sensitivity,experiment_name,model_type,target_type,trained_at,trading_total_return_pct,trading_max_drawdown_pct,trading_total_trades,trading_win_rate,trading_sharpe_ratio,trading_final_balance,trading_initial_balance
1.0,0.42857142857142855,0.41492537313432837,0.42857142857142855,0.34238310708898945,0.4155844155844156,0.45088547815820545,0.4155844155844156,0.39252461383187065,"[[21, 11], [34, 11]]",21,11,34,11,0.65625,0.24444444444444444,extended_9_xgboost_2019_2021,xgboost,direction,2025-07-12T19:40:49.406356,-4.47862574258912,4.77968912420689,14,0.4155844155844156,0,9552.137425741088,10000.0
