train_accuracy,val_accuracy,val_precision,val_recall,val_f1,test_accuracy,test_precision,test_recall,test_f1,test_confusion_matrix,test_true_negatives,test_false_positives,test_false_negatives,test_true_positives,test_specificity,test_sensitivity,experiment_name,model_type,target_type,trained_at,trading_total_return_pct,trading_max_drawdown_pct,trading_total_trades,trading_win_rate,trading_sharpe_ratio,trading_final_balance,trading_initial_balance
1.0,0.567741935483871,0.48121892133112326,0.567741935483871,0.5108432852894075,0.6387096774193548,0.6253736258566344,0.6387096774193548,0.6317098882563777,"[[91, 26], [30, 8]]",91,26,30,8,0.7777777777777778,0.21052631578947367,attempt_3_random_forest_2020_2022,random_forest,direction,2025-07-12T18:47:34.568206,-4.560639320903774,5.618115863666155,23,0.6387096774193548,0,9543.936067909623,10000.0
