final_step,final_profit_percent,max_drawdown_percent,total_trades,final_win_rate_percent,best_return_percent,worst_drawdown_percent
10000,-33.43495468328349,60.585612098633455,71,7.042253521126761,122.01604883007855,60.585612098633455
