train_accuracy,val_accuracy,val_precision,val_recall,val_f1,test_accuracy,test_precision,test_recall,test_f1,test_confusion_matrix,test_true_negatives,test_false_positives,test_false_negatives,test_true_positives,test_specificity,test_sensitivity,experiment_name,model_type,target_type,trained_at,trading_total_return_pct,trading_max_drawdown_pct,trading_total_trades,trading_win_rate,trading_sharpe_ratio,trading_final_balance,trading_initial_balance
1.0,0.5225806451612903,0.5589019851116626,0.5225806451612903,0.5231370779757877,0.432258064516129,0.5063816611813814,0.432258064516129,0.43523672390449375,"[[35, 65], [23, 32]]",35,65,23,32,0.35,0.5818181818181818,fast_rf_attempt_20,random_forest,direction,2025-07-12T21:16:07.208188,-7.484852300947351,7.898559234486224,28,0.432258064516129,0,9251.514769905265,10000.0
