final_step,final_profit_percent,max_drawdown_percent,total_trades,final_win_rate_percent,best_return_percent,worst_drawdown_percent
20000,-17.3345926487424,57.908543895869904,105,61.904761904761905,217.61398490543607,57.908543895869904
