final_step,final_profit_percent,max_drawdown_percent,total_trades,final_win_rate_percent,best_return_percent,worst_drawdown_percent
5000,29.979766604446556,64.91224996350404,112,69.64285714285714,97.01531490888567,64.91224996350404
